APP_RES_AND_PHS    37
    1    1     -13.000000     -13.000000
  5
0.001  8.3527E-02  1.4273E+02  4.1377E+00 -4.4894E+01  2.7073E+00  1.3511E+02  5.4652E-02 -3.7275E+01  2.0689E-01 -1.0000E+00  2.0689E-01  2.8660E+00  2.0689E-01  4.3827E+00  2.0689E-01 -1.0000E+00
 0.01  4.5730E-02  1.6412E+02  4.0282E+00 -4.4477E+01  2.6356E+00  1.3552E+02  2.9921E-02 -1.5878E+01  2.0141E-01 -1.0000E+00  2.0141E-01  2.8660E+00  2.0141E-01  4.3827E+00  2.0141E-01 -1.0000E+00
  0.1  4.4779E-03 -1.2905E+02  4.2705E+00 -4.8106E+01  2.7942E+00  1.3189E+02  2.9299E-03  5.0947E+01  2.1353E-01 -1.0000E+00  2.1353E-01  2.8660E+00  2.1353E-01  4.3827E+00  2.1353E-01 -1.0000E+00
    1  3.9240E-06  4.9832E+01  4.5545E+00 -4.4626E+01  2.9800E+00  1.3537E+02  2.5675E-06 -1.3017E+02  2.2773E-01 -1.0000E+00  2.2773E-01  2.8660E+00  2.2773E-01  4.3827E+00  2.2773E-01 -1.0000E+00
   10  1.1105E-12 -1.2576E+02  4.6339E+00 -4.5831E+01  3.0319E+00  1.3417E+02  7.2662E-13  5.4237E+01  2.3169E-01 -1.0000E+00  2.3169E-01  2.8660E+00  2.3169E-01  4.3827E+00  2.3169E-01 -1.0000E+00
    2    2     -13.000000      -9.000000
  5
0.001  4.8305E-01  1.4260E+02  2.6361E+01 -4.4680E+01  1.5871E-01  1.3440E+02  2.7560E-03 -3.7293E+01  1.3181E+00 -1.0000E+00  1.3181E+00  2.8660E+00  1.3181E+00 -1.0000E+00  1.3181E+00 -1.0000E+00
 0.01  2.6617E-01  1.6341E+02  2.5127E+01 -4.3874E+01  1.6373E-01  1.3369E+02  1.5049E-03 -1.6055E+01  1.2564E+00 -1.0000E+00  1.2564E+00  2.8660E+00  1.2564E+00 -1.0000E+00  1.2564E+00 -1.0000E+00
  0.1  2.8434E-02 -1.3265E+02  2.5929E+01 -4.8573E+01  1.9982E-01  1.2959E+02  1.5361E-04  4.9210E+01  1.2965E+00 -1.0000E+00  1.2965E+00  2.8660E+00  1.2965E+00 -1.0000E+00  1.2965E+00 -1.0000E+00
    1  3.3101E-05  4.4773E+01  2.8688E+01 -4.4547E+01  2.2227E-01  1.3554E+02  1.5042E-07 -1.3417E+02  1.4344E+00 -1.0000E+00  1.4344E+00  2.8660E+00  1.4344E+00 -1.0000E+00  1.4344E+00 -1.0000E+00
   10  1.4820E-11 -1.2844E+02  2.9056E+01 -4.5832E+01  2.2476E-01  1.3417E+02  5.5890E-14  4.7780E+01  1.4528E+00 -1.0000E+00  1.4528E+00  2.8660E+00  1.4528E+00 -1.0000E+00  1.4528E+00 -1.0000E+00
    3    3     -13.000000      -5.000000
  5
0.001  7.4199E-02  1.4256E+02  8.8328E+00 -4.4534E+01  7.6554E+01  1.3350E+02  5.8510E-01 -3.7245E+01  3.8277E+00 -1.0000E+00  3.8277E+00  2.5681E+01  3.8277E+00  2.8660E+00  3.8277E+00 -1.0000E+00
 0.01  4.0926E-02  1.6313E+02  8.2955E+00 -4.3453E+01  8.5116E+01  1.3150E+02  3.1745E-01 -1.5835E+01  4.2558E+00 -1.0000E+00  4.2558E+00  3.0866E+01  4.2558E+00  2.8660E+00  4.2558E+00 -1.0000E+00
  0.1  4.5736E-03 -1.3415E+02  8.4098E+00 -4.8940E+01  1.2119E+02  1.2734E+02  3.2543E-02  4.9671E+01  6.0593E+00 -1.0000E+00  6.0593E+00  4.6096E+01  6.0593E+00  2.8660E+00  6.0593E+00 -1.0000E+00
    1  5.9744E-06  4.5773E+01  9.5621E+00 -4.4484E+01  1.3975E+02  1.3570E+02  2.9543E-05 -1.3069E+02  6.9875E+00 -1.0000E+00  6.9875E+00  4.6950E+01  6.9875E+00  2.8660E+00  6.9875E+00 -1.0000E+00
   10  7.7593E-13 -1.0292E+02  9.6524E+00 -4.5832E+01  1.4050E+02  1.3417E+02  2.4469E-12  7.5179E+01  7.0251E+00 -1.0000E+00  7.0251E+00  4.6703E+01  7.0251E+00  2.8660E+00  7.0251E+00 -1.0000E+00
    4    4     -13.000000       5.000000
  5
0.001  4.0270E-01 -3.7440E+01  4.7939E+01 -4.4534E+01  5.9377E+00  1.3350E+02  4.5381E-02  1.4276E+02  2.3969E+00 -1.0000E+00  2.3969E+00  2.8660E+00  2.3969E+00  2.3808E+01  2.3969E+00 -1.0000E+00
 0.01  2.2212E-01 -1.6873E+01  4.5023E+01 -4.3453E+01  6.6018E+00  1.3150E+02  2.4622E-02  1.6417E+02  2.2511E+00 -1.0000E+00  2.2511E+00  2.8660E+00  2.2511E+00  1.9937E+01  2.2511E+00 -1.0000E+00
  0.1  2.4822E-02  4.5853E+01  4.5643E+01 -4.8940E+01  9.3994E+00  1.2734E+02  2.5241E-03 -1.3033E+02  2.2821E+00 -1.0000E+00  2.2821E+00  2.8660E+00  2.2821E+00  1.4052E+01  2.2821E+00 -1.0000E+00
    1  3.2425E-05 -1.3423E+02  5.1897E+01 -4.4484E+01  1.0839E+01  1.3570E+02  2.2914E-06  4.9305E+01  2.5948E+00 -1.0000E+00  2.5948E+00  2.8660E+00  2.5948E+00  1.3851E+01  2.5948E+00 -1.0000E+00
   10  4.2113E-12  7.7079E+01  5.2387E+01 -4.5832E+01  1.0898E+01  1.3417E+02  1.8979E-13 -1.0482E+02  2.6193E+00 -1.0000E+00  2.6193E+00  2.8660E+00  2.6193E+00  1.3908E+01  2.6193E+00 -1.0000E+00
    5    5     -13.000000       9.000000
  5
0.001  1.7809E+01 -3.7401E+01  9.7187E+02 -4.4680E+01  1.3123E+04  1.3440E+02  2.2788E+02  1.4271E+02  6.5615E+02 -1.0000E+00  6.5615E+02  4.2465E+01  6.5615E+02  2.8660E+00  6.5615E+02 -1.0000E+00
 0.01  9.8130E+00 -1.6591E+01  9.2637E+02 -4.3874E+01  1.3538E+04  1.3369E+02  1.2443E+02  1.6394E+02  6.7692E+02 -1.0000E+00  6.7692E+02  4.6947E+01  6.7692E+02  2.8660E+00  6.7692E+02 -1.0000E+00
  0.1  1.0483E+00  4.7354E+01  9.5594E+02 -4.8573E+01  1.6522E+04  1.2959E+02  1.2701E+01 -1.3079E+02  8.2610E+02 -1.0000E+00  8.2610E+02  5.9788E+01  8.2610E+02  2.8660E+00  8.2610E+02 -1.0000E+00
    1  1.2203E-03 -1.3523E+02  1.0576E+03 -4.4547E+01  1.8379E+04  1.3554E+02  1.2438E-02  4.5826E+01  9.1895E+02 -1.0000E+00  9.1895E+02  6.0327E+01  9.1895E+02  2.8660E+00  9.1895E+02 -1.0000E+00
   10  5.4637E-10  5.1557E+01  1.0712E+03 -4.5832E+01  1.8584E+04  1.3417E+02  4.6213E-09 -1.3222E+02  9.2922E+02 -1.0000E+00  9.2922E+02  6.0162E+01  9.2922E+02  2.8660E+00  9.2922E+02 -1.0000E+00
    6    6     -13.000000      13.000000
  5
0.001  3.8519E+00 -3.7275E+01  1.9082E+02 -4.4894E+01  4.0595E+02  1.3511E+02  8.1948E+00  1.4273E+02  2.0298E+01 -1.0000E+00  2.0298E+01  6.1063E+00  2.0298E+01  2.8660E+00  2.0298E+01 -1.0000E+00
 0.01  2.1089E+00 -1.5878E+01  1.8576E+02 -4.4477E+01  3.9520E+02  1.3552E+02  4.4866E+00  1.6412E+02  1.9760E+01 -1.0000E+00  1.9760E+01  6.1063E+00  1.9760E+01  2.8660E+00  1.9760E+01 -1.0000E+00
  0.1  2.0650E-01  5.0947E+01  1.9694E+02 -4.8106E+01  4.1898E+02  1.3189E+02  4.3932E-01 -1.2905E+02  2.0949E+01 -1.0000E+00  2.0949E+01  6.1063E+00  2.0949E+01  2.8660E+00  2.0949E+01 -1.0000E+00
