MT 1
99 99 0.0 0.0
0
NMT2  7
1     99           0.0          0.0          0.0          15.0         0.0          0.0          10.0         0.0
5
   0.001   2.2248E-14   1.9880E-14   3.9223E-04  -4.1921E-04  -4.6072E-04   4.7422E-04   9.9291E-15   6.0986E-15   4.2503E-02   3.0805E-05   3.0805E-05   3.0805E-05   3.0805E-05   3.0805E-05   3.0805E-05   3.0805E-05
    0.01   1.1302E-14   8.5892E-15   1.2610E-03  -1.4628E-03  -1.4568E-03   1.5529E-03   3.8183E-15   2.8609E-15   3.0502E-02   1.0139E-04   1.0139E-04   1.0139E-04   1.0139E-04   1.0139E-04   1.0139E-04   1.0139E-04
     0.1   5.2088E-15   2.4638E-15   4.2265E-03  -6.4962E-03  -4.5566E-03   6.4260E-03  -3.6782E-15  -1.6413E-15  -3.1576E-02   3.9068E-04   3.9068E-04   3.9068E-04   3.9068E-04   3.9068E-04   3.9068E-04   3.9068E-04
       1  -8.5099E-16  -3.8393E-16   2.0631E-02  -1.9860E-02  -2.0493E-02   1.9824E-02   8.5181E-16   6.3380E-16  -9.6378E-03   1.4287E-03   1.4287E-03   1.4287E-03   1.4287E-03   1.4287E-03   1.4287E-03   1.4287E-03
      10  -2.6995E-16   1.2448E-15   6.2365E-02  -6.4205E-02  -6.2366E-02   6.4206E-02   4.4540E-16  -2.7940E-18  -2.0703E-01   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03
2     99           0.0          0.0          0.0          15.0         0.0          0.0          -8.0         0.0
5
   0.001  -3.1953E-14  -2.8562E-14   3.6681E-04  -3.9883E-04  -4.6072E-04   4.7422E-04   9.9291E-15   6.0986E-15   2.6894E-02   2.9928E-05   2.9928E-05   2.9928E-05   2.9928E-05   2.9928E-05   2.9928E-05   2.9928E-05
    0.01  -1.2995E-14  -1.0407E-14   1.1884E-03  -1.4297E-03  -1.4568E-03   1.5529E-03   3.8183E-15   2.8609E-15   2.1723E-02   9.9481E-05   9.9481E-05   9.9481E-05   9.9481E-05   9.9481E-05   9.9481E-05   9.9481E-05
     0.1  -4.3745E-15  -2.8664E-15   4.1060E-03  -6.5236E-03  -4.5566E-03   6.4260E-03  -3.6782E-15  -1.6413E-15  -3.4451E-02   3.8962E-04   3.8962E-04   3.8962E-04   3.8962E-04   3.8962E-04   3.8962E-04   3.8962E-04
       1  -1.7007E-15  -1.2023E-15   2.0680E-02  -1.9872E-02  -2.0493E-02   1.9824E-02   8.5181E-16   6.3380E-16  -2.3124E-02   1.4298E-03   1.4298E-03   1.4298E-03   1.4298E-03   1.4298E-03   1.4298E-03   1.4298E-03
      10   4.0544E-16   1.1224E-15   6.2364E-02  -6.4205E-02  -6.2366E-02   6.4206E-02   4.4540E-16  -2.7940E-18  -4.7474E-01   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03
3     99           0.0          0.0          -8.0         0.0          0.0          0.0          -15.0        -15.0
5
   0.001  -3.1953E-14  -2.8562E-14   3.6681E-04  -3.9883E-04  -5.1831E-04   5.2049E-04   1.5150E-04  -1.2166E-04   2.5464E-02   3.1545E-05   3.1545E-05   3.1545E-05   3.1545E-05   3.1545E-05   3.1545E-05   3.1545E-05
    0.01  -1.2995E-14  -1.0407E-14   1.1884E-03  -1.4297E-03  -1.6208E-03   1.6298E-03   4.3238E-04  -2.0012E-04   2.0882E-02   1.0336E-04   1.0336E-04   1.0336E-04   1.0336E-04   1.0336E-04   1.0336E-04   1.0336E-04
     0.1  -4.3745E-15  -2.8664E-15   4.1060E-03  -6.5236E-03  -4.8460E-03   6.3670E-03   7.4004E-04   1.5656E-04  -3.4217E-02   3.9267E-04   3.9267E-04   3.9267E-04   3.9267E-04   3.9267E-04   3.9267E-04   3.9267E-04
       1  -1.7007E-15  -1.2023E-15   2.0680E-02  -1.9872E-02  -2.0378E-02   1.9805E-02  -3.0284E-04   6.6517E-05  -2.3269E-02   1.4274E-03   1.4274E-03   1.4274E-03   1.4274E-03   1.4274E-03   1.4274E-03   1.4274E-03
      10   4.0544E-16   1.1224E-15   6.2364E-02  -6.4205E-02  -6.2367E-02   6.4206E-02   2.3478E-06  -5.5328E-07  -4.7794E-01   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03
4     99           0.0          0.0          10.0         0.0          0.0          0.0          -15.0        -15.0
5
   0.001   2.2248E-14   1.9880E-14   3.9223E-04  -4.1921E-04  -5.1831E-04   5.2049E-04   1.2608E-04  -1.0128E-04   4.0225E-02   3.2469E-05   3.2469E-05   3.2469E-05   3.2469E-05   3.2469E-05   3.2469E-05   3.2469E-05
    0.01   1.1302E-14   8.5892E-15   1.2610E-03  -1.4628E-03  -1.6208E-03   1.6298E-03   3.5979E-04  -1.6700E-04   2.9306E-02   1.0535E-04   1.0535E-04   1.0535E-04   1.0535E-04   1.0535E-04   1.0535E-04   1.0535E-04
     0.1   5.2088E-15   2.4638E-15   4.2265E-03  -6.4962E-03  -4.8460E-03   6.3670E-03   6.1952E-04   1.2918E-04  -3.1330E-02   3.9374E-04   3.9374E-04   3.9374E-04   3.9374E-04   3.9374E-04   3.9374E-04   3.9374E-04
       1  -8.5099E-16  -3.8393E-16   2.0631E-02  -1.9860E-02  -2.0378E-02   1.9805E-02  -2.5293E-04   5.4680E-05  -9.6737E-03   1.4263E-03   1.4263E-03   1.4263E-03   1.4263E-03   1.4263E-03   1.4263E-03   1.4263E-03
      10  -2.6995E-16   1.2448E-15   6.2365E-02  -6.4205E-02  -6.2367E-02   6.4206E-02   1.9628E-06  -4.6521E-07  -2.0728E-01   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03   4.4754E-03
5     99           20.0         20.0         10.0         20.0         20.0         20.0         20.0         10.0
5
   0.001  -6.6851E-05   5.2866E-05   6.0286E-04  -5.8956E-04  -6.0286E-04   5.8956E-04   6.6851E-05  -5.2866E-05  -1.8437E-02   4.2161E-05   4.2161E-05   4.2161E-05   4.2161E-05   4.2161E-05   4.2161E-05   4.2161E-05
