APP_RES_AND_PHS    36
    1    1     -12.666000     -12.666000
  4
   0.001  1.7392E+00  1.4335E+02  9.2886E+01 -4.5018E+01  9.2820E+01  1.3493E+02  2.2118E+00 -3.7371E+01  4.6443E+00 -1.0000E+00  4.6443E+00  2.8660E+00  4.6443E+00  2.8680E+00  4.6443E+00 -1.0000E+00
    0.01  9.4597E-01  1.6679E+02  9.1597E+01 -4.5095E+01  9.1920E+01  1.3469E+02  1.2251E+00 -1.6565E+01  4.5960E+00 -1.0000E+00  4.5960E+00  2.8761E+00  4.5960E+00  2.8660E+00  4.5960E+00 -1.0000E+00
     0.1  1.7731E-01 -1.1893E+02  1.0328E+02 -5.0766E+01  1.0555E+02  1.2862E+02  1.4561E-01  4.2674E+01  5.2776E+00 -1.0000E+00  5.2776E+00  2.9291E+00  5.2776E+00  2.8660E+00  5.2776E+00 -1.0000E+00
       1  1.8227E-01 -8.4682E+01  1.3263E+02 -5.1081E+01  1.4485E+02  1.2706E+02  8.9363E-02  6.2494E+01  7.2424E+00 -1.0000E+00  7.2424E+00  3.1303E+00  7.2424E+00  2.8660E+00  7.2424E+00 -1.0000E+00
    2    2     -12.666000      -8.666000
  4
   0.001  1.7659E+00  1.4367E+02  9.1676E+01 -4.4988E+01  7.2951E+01  1.3402E+02  1.7926E+00 -3.6457E+01  4.5838E+00 -1.0000E+00  4.5838E+00  2.8660E+00  4.5838E+00  3.6025E+00  4.5838E+00 -1.0000E+00
    0.01  9.6467E-01  1.6815E+02  8.9713E+01 -4.5092E+01  7.7840E+01  1.3225E+02  9.8087E-01 -1.1966E+01  4.4856E+00 -1.0000E+00  4.4856E+00  2.8660E+00  4.4856E+00  3.3036E+00  4.4856E+00 -1.0000E+00
     0.1  3.5843E-01 -1.1619E+02  1.0372E+02 -5.3038E+01  1.0724E+02  1.2492E+02  4.1260E-01  6.1234E+01  5.3622E+00 -1.0000E+00  5.3622E+00  2.9635E+00  5.3622E+00  2.8660E+00  5.3622E+00 -1.0000E+00
       1  1.0233E+00 -9.2771E+01  1.5788E+02 -5.5414E+01  1.7145E+02  1.2287E+02  1.7536E+00  8.4407E+01  8.5727E+00 -1.0000E+00  8.5727E+00  3.1125E+00  8.5727E+00  2.8660E+00  8.5727E+00 -1.0000E+00
    3    3     -12.666000      -4.666000
  4
   0.001  3.9951E-01  1.4812E+02  9.3317E+01 -4.4936E+01  5.4820E+01  1.3302E+02  6.7058E-01 -3.6836E+01  4.6658E+00 -1.0000E+00  4.6658E+00  2.8660E+00  4.6658E+00  4.8825E+00  4.6658E+00 -1.0000E+00
    0.01  2.2750E-01 -1.7051E+02  9.0603E+01 -4.4990E+01  6.3498E+01  1.2986E+02  3.6875E-01 -1.4358E+01  4.5302E+00 -1.0000E+00  4.5302E+00  2.8660E+00  4.5302E+00  4.0911E+00  4.5302E+00 -1.0000E+00
     0.1  5.6445E-01 -9.5274E+01  1.0593E+02 -5.4158E+01  1.0288E+02  1.2219E+02  9.8986E-02  5.7791E+01  5.2965E+00 -1.0000E+00  5.2965E+00  2.8660E+00  5.2965E+00  2.9510E+00  5.2965E+00 -1.0000E+00
       1  3.3935E+00 -9.0619E+01  1.7743E+02 -5.6544E+01  1.7731E+02  1.2146E+02  1.3973E-01  1.0610E+02  8.8713E+00 -1.0000E+00  8.8713E+00  2.8660E+00  8.8713E+00  2.8679E+00  8.8713E+00 -1.0000E+00
    4    4     -12.666000       5.333000
  4
   0.001  9.7075E-01 -3.7753E+01  9.5578E+01 -4.4646E+01  5.6842E+01  1.3336E+02  3.5243E-01  1.4252E+02  4.7789E+00 -1.0000E+00  4.7789E+00  2.8660E+00  4.7789E+00  4.8227E+00  4.7789E+00 -1.0000E+00
    0.01  5.2980E-01 -1.6385E+01  9.0725E+01 -4.4131E+01  6.3997E+01  1.3088E+02  1.8164E-01  1.6299E+02  4.5363E+00 -1.0000E+00  4.5363E+00  2.8660E+00  4.5363E+00  4.0647E+00  4.5363E+00 -1.0000E+00
     0.1  3.0365E-02  4.2018E+01  9.9053E+01 -5.2265E+01  9.6790E+01  1.2457E+02  2.2459E-03  1.3629E+02  4.9526E+00 -1.0000E+00  4.9526E+00  2.8660E+00  4.9526E+00  2.9330E+00  4.9526E+00 -1.0000E+00
       1  6.9363E-02 -9.9744E+01  1.4487E+02 -5.3038E+01  1.4071E+02  1.2802E+02  2.6493E-01  8.3938E+01  7.2436E+00 -1.0000E+00  7.2436E+00  2.8660E+00  7.2436E+00  2.9509E+00  7.2436E+00 -1.0000E+00
    5    5     -12.666000       9.333000
  4
   0.001  1.9986E+00 -3.8229E+01  8.7863E+01 -4.5072E+01  7.5058E+01  1.3420E+02  9.7643E-01  1.4349E+02  4.3932E+00 -1.0000E+00  4.3932E+00  2.8660E+00  4.3932E+00  3.3554E+00  4.3932E+00 -1.0000E+00
    0.01  1.1254E+00 -1.9047E+01  8.6672E+01 -4.5325E+01  7.8771E+01  1.3288E+02  5.0369E-01  1.6824E+02  4.3336E+00 -1.0000E+00  4.3336E+00  2.8660E+00  4.3336E+00  3.1537E+00  4.3336E+00 -1.0000E+00
     0.1  6.1798E-02  1.5432E+01  1.0203E+02 -5.2851E+01  1.0382E+02  1.2627E+02  5.2298E-02 -1.1415E+02  5.1909E+00 -1.0000E+00  5.1909E+00  2.9161E+00  5.1909E+00  2.8660E+00  5.1909E+00 -1.0000E+00
       1  2.4848E-01 -8.8199E+01  1.4865E+02 -5.3660E+01  1.5108E+02  1.2587E+02  1.7057E-02 -9.8895E+01  7.5538E+00 -1.0000E+00  7.5538E+00  2.9129E+00  7.5538E+00  2.8660E+00  7.5538E+00 -1.0000E+00
    6    6     -12.666000      13.333000
  4
   0.001  2.0252E+00 -3.7391E+01  9.1291E+01 -4.5227E+01  9.6939E+01  1.3495E+02  1.8473E+00  1.4311E+02  4.8469E+00 -1.0000E+00  4.8469E+00  3.0435E+00  4.8469E+00  2.8660E+00  4.8469E+00 -1.0000E+00
