MT    36
0.001  1.0101E-04 -7.6904E-05  1.3869E-03 -1.4919E-03 -1.4737E-03  1.5852E-03 -1.0733E-04  8.1716E-05  1.0499E-04  1.0499E-04  1.0499E-04  1.0499E-04  1.0499E-04  1.0499E-04  1.0499E-04  1.0499E-04
 0.01  2.8244E-04 -8.3991E-05  4.4796E-03 -5.2710E-03 -4.7599E-03  5.6008E-03 -3.0011E-04  8.9246E-05  3.5653E-04  3.5653E-04  3.5653E-04  3.5653E-04  3.5653E-04  3.5653E-04  3.5653E-04  3.5653E-04
  0.1  2.2790E-04  2.2478E-04  1.5352E-02 -2.3216E-02 -1.6313E-02  2.4669E-02 -2.4216E-04 -2.3884E-04  1.4345E-03  1.4345E-03  1.4345E-03  1.4345E-03  1.4345E-03  1.4345E-03  1.4345E-03  1.4345E-03
    1 -2.5127E-05 -2.4765E-05  7.3177E-02 -7.0606E-02 -7.7756E-02  7.5024E-02  2.6699E-05  2.6315E-05  5.2410E-03  5.2410E-03  5.2410E-03  5.2410E-03  5.2410E-03  5.2410E-03  5.2410E-03  5.2410E-03
   10 -4.4539E-10  2.7238E-08  2.2179E-01 -2.2833E-01 -2.3566E-01  2.4262E-01  4.7326E-10 -2.8942E-08  1.6406E-02  1.6406E-02  1.6406E-02  1.6406E-02  1.6406E-02  1.6406E-02  1.6406E-02  1.6406E-02
   22   22       5.000000       5.000000
  5
0.001 -3.4665E-07  2.6392E-07  4.7596E-06 -5.1198E-06 -1.0617E-04  1.1420E-04  7.7323E-06 -5.8869E-06  1.6507E-06  1.6507E-06  1.6507E-06  1.6507E-06  1.6507E-06  1.6507E-06  1.6507E-06  1.6507E-06
 0.01 -9.6926E-07  2.8823E-07  1.5373E-05 -1.8089E-05 -3.4290E-04  4.0349E-04  2.1620E-05 -6.4293E-06  5.6058E-06  5.6058E-06  5.6058E-06  5.6058E-06  5.6058E-06  5.6058E-06  5.6058E-06  5.6058E-06
  0.1 -7.8210E-07 -7.7137E-07  5.2685E-05 -7.9672E-05 -1.1752E-03  1.7772E-03  1.7445E-05  1.7206E-05  2.2556E-05  2.2556E-05  2.2556E-05  2.2556E-05  2.2556E-05  2.2556E-05  2.2556E-05  2.2556E-05
    1  8.6230E-08  8.4988E-08  2.5112E-04 -2.4230E-04 -5.6015E-03  5.4047E-03 -1.9234E-06 -1.8957E-06  8.2405E-05  8.2405E-05  8.2405E-05  8.2405E-05  8.2405E-05  8.2405E-05  8.2405E-05  8.2405E-05
   10  1.5285E-12 -9.3473E-11  7.6111E-04 -7.8357E-04 -1.6977E-02  1.7478E-02 -3.4094E-11  2.0850E-09  2.5796E-04  2.5796E-04  2.5796E-04  2.5796E-04  2.5796E-04  2.5796E-04  2.5796E-04  2.5796E-04
   23   23       5.000000       9.000000
  5
0.001 -5.4434E-06  4.1470E-06  5.2987E-05 -5.6479E-05 -3.4144E-04  3.4784E-04  3.4719E-05 -2.6527E-05  9.7143E-06  9.7143E-06  9.7143E-06  9.7143E-06  9.7143E-06  9.7143E-06  9.7143E-06  9.7143E-06
 0.01 -1.5281E-05  4.4937E-06  1.7068E-04 -1.9738E-04 -1.0789E-03  1.1194E-03  9.7643E-05 -2.9650E-05  3.1847E-05  3.1847E-05  3.1847E-05  3.1847E-05  3.1847E-05  3.1847E-05  3.1847E-05  3.1847E-05
  0.1 -1.1691E-05 -1.2163E-05  5.8708E-04 -8.3467E-04 -3.3370E-03  4.3809E-03  7.9260E-05  7.6784E-05  1.1853E-04  1.1853E-04  1.1853E-04  1.1853E-04  1.1853E-04  1.1853E-04  1.1853E-04  1.1853E-04
    1  1.2902E-06  1.2348E-06  2.5963E-03 -2.5174E-03 -1.3899E-02  1.3529E-02 -9.6943E-06 -8.6793E-06  4.1876E-04  4.1876E-04  4.1876E-04  4.1876E-04  4.1876E-04  4.1876E-04  4.1876E-04  4.1876E-04
   10 -7.8810E-10 -1.7640E-09  7.9303E-03 -8.1642E-03 -4.2607E-02  4.3863E-02  6.2174E-09  1.5868E-08  1.3191E-03  1.3191E-03  1.3191E-03  1.3191E-03  1.3191E-03  1.3191E-03  1.3191E-03  1.3191E-03
   24   24       5.000000      13.000000
  5
0.001 -1.5595E-05  1.1856E-05  1.5425E-04 -1.6254E-04 -1.1788E-04  1.1597E-04  1.2034E-05 -9.2138E-06  9.6248E-06  9.6248E-06  9.6248E-06  9.6248E-06  9.6248E-06  9.6248E-06  9.6248E-06  9.6248E-06
 0.01 -4.3900E-05  1.2451E-05  4.9510E-04 -5.5961E-04 -3.6788E-04  3.4854E-04  3.4062E-05 -1.0332E-05  3.0767E-05  3.0767E-05  3.0767E-05  3.0767E-05  3.0767E-05  3.0767E-05  3.0767E-05  3.0767E-05
  0.1 -2.9900E-05 -3.5221E-05  1.7099E-03 -2.2417E-03 -1.0598E-03  1.2167E-03  2.6208E-05  2.7000E-05  1.0664E-04  1.0664E-04  1.0664E-04  1.0664E-04  1.0664E-04  1.0664E-04  1.0664E-04  1.0664E-04
    1  2.8703E-06  3.3376E-06  6.8519E-03 -6.6871E-03 -3.8818E-03  3.8124E-03 -2.9997E-06 -3.0818E-06  3.6087E-04  3.6087E-04  3.6087E-04  3.6087E-04  3.6087E-04  3.6087E-04  3.6087E-04  3.6087E-04
   10 -1.0248E-09 -3.8729E-09  2.1152E-02 -2.1775E-02 -1.2045E-02  1.2399E-02  1.0959E-09  4.7771E-09  1.1454E-03  1.1454E-03  1.1454E-03  1.1454E-03  1.1454E-03  1.1454E-03  1.1454E-03  1.1454E-03
   25   25       9.000000     -13.000000
  5
0.001  1.8705E-04 -1.4246E-04  1.2485E-03 -1.2747E-03 -7.1287E-04  7.0496E-04 -1.0781E-04  8.2431E-05  6.6874E-05  6.6874E-05  6.6874E-05  6.6874E-05  6.6874E-05  6.6874E-05  6.6874E-05  6.6874E-05
 0.01  5.2800E-04 -1.5195E-04  3.9588E-03 -4.1440E-03 -2.2313E-03  2.1453E-03 -3.0531E-04  9.0968E-05  2.1059E-04  2.1059E-04  2.1059E-04  2.1059E-04  2.1059E-04  2.1059E-04  2.1059E-04  2.1059E-04
  0.1  3.6264E-04  4.2028E-04  1.2760E-02 -1.5428E-02 -6.5791E-03  7.4554E-03 -2.2307E-04 -2.4220E-04  7.0546E-04  7.0546E-04  7.0546E-04  7.0546E-04  7.0546E-04  7.0546E-04  7.0546E-04  7.0546E-04
    1 -3.8278E-05 -3.9398E-05  4.7658E-02 -4.6771E-02 -2.3571E-02  2.3201E-02  2.5221E-05  2.5021E-05  2.3497E-03  2.3497E-03  2.3497E-03  2.3497E-03  2.3497E-03  2.3497E-03  2.3497E-03  2.3497E-03
   10  7.1152E-08  7.8415E-08  1.4795E-01 -1.5231E-01 -7.3340E-02  7.5500E-02 -4.6737E-08 -5.8877E-08  7.4749E-03  7.4749E-03  7.4749E-03  7.4749E-03  7.4749E-03  7.4749E-03  7.4749E-03  7.4749E-03
   26   26       9.000000      -9.000000
  5
0.001  3.9404E-05 -3.0103E-05  2.6766E-04 -2.7291E-04 -5.0579E-05  5.1572E-05 -7.4461E-06  5.6885E-06  8.3085E-06  8.3085E-06  8.3085E-06  8.3085E-06  8.3085E-06  8.3085E-06  8.3085E-06  8.3085E-06
 0.01  1.1110E-04 -3.3296E-05  8.4708E-04 -8.8214E-04 -1.6007E-04  1.6670E-04 -2.0995E-05  6.2919E-06  2.6582E-05  2.6582E-05  2.6582E-05  2.6582E-05  2.6582E-05  2.6582E-05  2.6582E-05  2.6582E-05
  0.1  8.5726E-05  8.7540E-05  2.6661E-03 -3.3778E-03 -5.0382E-04  6.3831E-04 -1.6200E-05 -1.6542E-05  9.3532E-05  9.3532E-05  9.3532E-05  9.3532E-05  9.3532E-05  9.3532E-05  9.3532E-05  9.3532E-05
    1 -1.0448E-05 -8.9884E-06  1.0596E-02 -1.0351E-02 -2.0023E-03  1.9559E-03  1.9743E-06  1.6985E-06  3.2195E-04  3.2195E-04  3.2195E-04  3.2195E-04  3.2195E-04  3.2195E-04  3.2195E-04  3.2195E-04
   10  2.4527E-08  2.3713E-08  3.2656E-02 -3.3619E-02 -6.1710E-03  6.3529E-03 -4.6349E-09 -4.4810E-09  1.0187E-03  1.0187E-03  1.0187E-03  1.0187E-03  1.0187E-03  1.0187E-03  1.0187E-03  1.0187E-03
   27   27       9.000000      -5.000000
  5
0.001  1.0286E-05 -7.8586E-06  1.0115E-04 -1.0305E-04 -2.2297E-06  2.3766E-06 -2.2905E-07  1.7451E-07  1.0846E-06  1.0846E-06  1.0846E-06  1.0846E-06  1.0846E-06  1.0846E-06  1.0846E-06  1.0846E-06
 0.01  2.8927E-05 -8.7838E-06  3.1961E-04 -3.3164E-04 -7.1822E-06  8.3058E-06 -6.4302E-07  1.8909E-07  3.5558E-06  3.5558E-06  3.5558E-06  3.5558E-06  3.5558E-06  3.5558E-06  3.5558E-06  3.5558E-06
  0.1  2.3481E-05  2.2747E-05  9.8859E-04 -1.2979E-03 -2.4704E-05  3.5122E-05 -4.9193E-07 -5.1181E-07  1.3234E-05  1.3234E-05  1.3234E-05  1.3234E-05  1.3234E-05  1.3234E-05  1.3234E-05  1.3234E-05
    1 -2.8719E-06 -2.5712E-06  4.1176E-03 -4.0079E-03 -1.0925E-04  1.0593E-04  5.4290E-08  5.1962E-08  4.6755E-05  4.6755E-05  4.6755E-05  4.6755E-05  4.6755E-05  4.6755E-05  4.6755E-05  4.6755E-05
   10  1.8419E-09  4.7010E-09  1.2622E-02 -1.2994E-02 -3.3370E-04  3.4354E-04 -3.3163E-11 -7.4230E-11  1.4728E-04  1.4728E-04  1.4728E-04  1.4728E-04  1.4728E-04  1.4728E-04  1.4728E-04  1.4728E-04
   28   28       9.000000       5.000000
  5
0.001 -1.3324E-04  1.0180E-04  1.3103E-03 -1.3349E-03 -3.2501E-04  3.4643E-04  3.3388E-05 -2.5437E-05  4.7132E-05  4.7132E-05  4.7132E-05  4.7132E-05  4.7132E-05  4.7132E-05  4.7132E-05  4.7132E-05
 0.01 -3.7473E-04  1.1379E-04  4.1404E-03 -4.2961E-03 -1.0469E-03  1.2107E-03  9.3730E-05 -2.7563E-05  1.5451E-04  1.5451E-04  1.5451E-04  1.5451E-04  1.5451E-04  1.5451E-04  1.5451E-04  1.5451E-04
  0.1 -3.0418E-04 -2.9468E-04  1.2806E-02 -1.6813E-02 -3.6010E-03  5.1196E-03  7.1707E-05  7.4604E-05  5.7508E-04  5.7508E-04  5.7508E-04  5.7508E-04  5.7508E-04  5.7508E-04  5.7508E-04  5.7508E-04
    1  3.7204E-05  3.3309E-05  5.3340E-02 -5.1920E-02 -1.5925E-02  1.5441E-02 -7.9136E-06 -7.5743E-06  2.0317E-03  2.0317E-03  2.0317E-03  2.0317E-03  2.0317E-03  2.0317E-03  2.0317E-03  2.0317E-03
   10 -2.3861E-08 -6.0898E-08  1.6351E-01 -1.6833E-01 -4.8642E-02  5.0077E-02  4.8340E-09  1.0820E-08  6.3999E-03  6.3999E-03  6.3999E-03  6.3999E-03  6.3999E-03  6.3999E-03  6.3999E-03  6.3999E-03
   29   29       9.000000       9.000000
  5
0.001 -1.8930E-05  1.4462E-05  1.2859E-04 -1.3111E-04 -2.2810E-05  2.3258E-05  3.3580E-06 -2.5654E-06  3.8673E-06  3.8673E-06  3.8673E-06  3.8673E-06  3.8673E-06  3.8673E-06  3.8673E-06  3.8673E-06
 0.01 -5.3375E-05  1.5996E-05  4.0695E-04 -4.2379E-04 -7.2190E-05  7.5177E-05  9.4683E-06 -2.8375E-06  1.2373E-05  1.2373E-05  1.2373E-05  1.2373E-05  1.2373E-05  1.2373E-05  1.2373E-05  1.2373E-05
  0.1 -4.1184E-05 -4.2055E-05  1.2809E-03 -1.6228E-03 -2.2721E-04  2.8786E-04  7.3057E-06  7.4603E-06  4.3536E-05  4.3536E-05  4.3536E-05  4.3536E-05  4.3536E-05  4.3536E-05  4.3536E-05  4.3536E-05
    1  5.0192E-06  4.3182E-06  5.0904E-03 -4.9726E-03 -9.0299E-04  8.8209E-04 -8.9037E-07 -7.6601E-07  1.4986E-04  1.4986E-04  1.4986E-04  1.4986E-04  1.4986E-04  1.4986E-04  1.4986E-04  1.4986E-04
   10 -1.1783E-08 -1.1392E-08  1.5688E-02 -1.6151E-02 -2.7830E-03  2.8650E-03  2.0902E-09  2.0209E-09  4.7417E-04  4.7417E-04  4.7417E-04  4.7417E-04  4.7417E-04  4.7417E-04  4.7417E-04  4.7417E-04
   30   30       9.000000      13.000000
  5
0.001 -1.8752E-04  1.4282E-04  1.2516E-03 -1.2779E-03 -1.2231E-03  1.2095E-03  1.8498E-04 -1.4143E-04  8.7705E-05  8.7705E-05  8.7705E-05  8.7705E-05  8.7705E-05  8.7705E-05  8.7705E-05  8.7705E-05
 0.01 -5.2932E-04  1.5233E-04  3.9687E-03 -4.1543E-03 -3.8283E-03  3.6807E-03  5.2383E-04 -1.5608E-04  2.7619E-04  2.7619E-04  2.7619E-04  2.7619E-04  2.7619E-04  2.7619E-04  2.7619E-04  2.7619E-04
  0.1 -3.6355E-04 -4.2133E-04  1.2792E-02 -1.5466E-02 -1.1288E-02  1.2791E-02  3.8272E-04  4.1554E-04  9.2521E-04  9.2521E-04  9.2521E-04  9.2521E-04  9.2521E-04  9.2521E-04  9.2521E-04  9.2521E-04
    1  3.8374E-05  3.9497E-05  4.7777E-02 -4.6888E-02 -4.0441E-02  3.9806E-02 -4.3271E-05 -4.2929E-05  3.0816E-03  3.0816E-03  3.0816E-03  3.0816E-03  3.0816E-03  3.0816E-03  3.0816E-03  3.0816E-03
   10 -7.1330E-08 -7.8611E-08  1.4832E-01 -1.5269E-01 -1.2583E-01  1.2954E-01  8.0187E-08  1.0102E-07  9.8033E-03  9.8033E-03  9.8033E-03  9.8033E-03  9.8033E-03  9.8033E-03  9.8033E-03  9.8033E-03
   31   31      13.000000     -13.000000
  5
0.001  2.1019E-04 -1.5997E-04  1.3170E-03 -1.3121E-03 -5.6593E-03  5.6385E-03 -9.0319E-04  6.8742E-04  1.9269E-04  1.9269E-04  1.9269E-04  1.9269E-04  1.9269E-04  1.9269E-04  1.9269E-04  1.9269E-04
 0.01  5.9446E-04 -1.6909E-04  4.1389E-03 -4.0640E-03 -1.7785E-02  1.7464E-02 -2.5545E-03  7.2658E-04  6.0122E-04  6.0122E-04  6.0122E-04  6.0122E-04  6.0122E-04  6.0122E-04  6.0122E-04  6.0122E-04
  0.1  3.8532E-04  4.7493E-04  1.2612E-02 -1.4059E-02 -5.4194E-02  6.0414E-02 -1.6558E-03 -2.0408E-03  1.9576E-03  1.9576E-03  1.9576E-03  1.9576E-03  1.9576E-03  1.9576E-03  1.9576E-03  1.9576E-03
    1 -3.6929E-05 -4.3749E-05  4.3898E-02 -4.3328E-02 -1.8863E-01  1.8619E-01  1.5869E-04  1.8799E-04  6.3929E-03  6.3929E-03  6.3929E-03  6.3929E-03  6.3929E-03  6.3929E-03  6.3929E-03  6.3929E-03
   10  5.6289E-08  7.8152E-08  1.3708E-01 -1.4112E-01 -5.8906E-01  6.0641E-01 -2.4188E-07 -3.3583E-07  2.0391E-02  2.0391E-02  2.0391E-02  2.0391E-02  2.0391E-02  2.0391E-02  2.0391E-02  2.0391E-02
   32   32      13.000000      -9.000000
  5
0.001  6.1451E-06 -4.6984E-06  4.0632E-05 -4.0181E-05 -5.4499E-04  5.5644E-04 -8.1653E-05  6.2187E-05  1.0548E-05  1.0548E-05  1.0548E-05  1.0548E-05  1.0548E-05  1.0548E-05  1.0548E-05  1.0548E-05
 0.01  1.7402E-05 -5.1849E-06  1.2718E-04 -1.2227E-04 -1.7281E-03  1.8089E-03 -2.3048E-04  6.6330E-05  3.3218E-05  3.3218E-05  3.3218E-05  3.3218E-05  3.3218E-05  3.3218E-05  3.3218E-05  3.3218E-05
  0.1  1.2714E-05  1.3805E-05  3.7499E-04 -4.2494E-04 -5.5700E-03  6.7345E-03 -1.5830E-04 -1.8346E-04  1.1128E-04  1.1128E-04  1.1128E-04  1.1128E-04  1.1128E-04  1.1128E-04  1.1128E-04  1.1128E-04
    1 -1.4375E-06 -1.4261E-06  1.3435E-03 -1.3224E-03 -2.0804E-02  2.0417E-02  1.6709E-05  1.7198E-05  3.7063E-04  3.7063E-04  3.7063E-04  3.7063E-04  3.7063E-04  3.7063E-04  3.7063E-04  3.7063E-04
   10  2.6639E-09  3.3558E-09  4.1802E-03 -4.3033E-03 -6.4583E-02  6.6485E-02 -3.1059E-08 -3.4230E-08  1.1791E-03  1.1791E-03  1.1791E-03  1.1791E-03  1.1791E-03  1.1791E-03  1.1791E-03  1.1791E-03
   33   33      13.000000      -5.000000
  5
0.001  6.2072E-04 -4.7526E-04  6.0802E-03 -5.9821E-03 -3.7489E-03  3.9503E-03 -3.7901E-04  2.8815E-04  3.4078E-04  3.4078E-04  3.4078E-04  3.4078E-04  3.4078E-04  3.4078E-04  3.4078E-04  3.4078E-04
 0.01  1.7570E-03 -5.3292E-04  1.8976E-02 -1.7978E-02 -1.2033E-02  1.3601E-02 -1.0669E-03  3.0261E-04  1.0894E-03  1.0894E-03  1.0894E-03  1.0894E-03  1.0894E-03  1.0894E-03  1.0894E-03  1.0894E-03
  0.1  1.3519E-03  1.3927E-03  5.4669E-02 -6.2757E-02 -4.1557E-02  5.4480E-02 -7.2668E-04 -8.5599E-04  3.7759E-03  3.7759E-03  3.7759E-03  3.7759E-03  3.7759E-03  3.7759E-03  3.7759E-03  3.7759E-03
    1 -1.5473E-04 -1.5896E-04  2.0023E-01 -1.9665E-01 -1.6652E-01  1.6252E-01  6.9758E-05  8.1116E-05  1.2777E-02  1.2777E-02  1.2777E-02  1.2777E-02  1.2777E-02  1.2777E-02  1.2777E-02  1.2777E-02
   10  5.6529E-08  2.4641E-07  6.2128E-01 -6.3958E-01 -5.1407E-01  5.2922E-01 -2.4906E-08 -9.4126E-08  4.0554E-02  4.0554E-02  4.0554E-02  4.0554E-02  4.0554E-02  4.0554E-02  4.0554E-02  4.0554E-02
   34   34      13.000000       5.000000
  5
0.001 -7.7319E-06  5.9201E-06  7.5737E-05 -7.4515E-05 -3.2348E-05  3.4086E-05  3.2704E-06 -2.4864E-06  3.5330E-06  3.5330E-06  3.5330E-06  3.5330E-06  3.5330E-06  3.5330E-06  3.5330E-06  3.5330E-06
 0.01 -2.1886E-05  6.6382E-06  2.3637E-04 -2.2394E-04 -1.0383E-04  1.1736E-04  9.2062E-06 -2.6111E-06  1.1294E-05  1.1294E-05  1.1294E-05  1.1294E-05  1.1294E-05  1.1294E-05  1.1294E-05  1.1294E-05
  0.1 -1.6839E-05 -1.7348E-05  6.8097E-04 -7.8172E-04 -3.5858E-04  4.7010E-04  6.2704E-06  7.3862E-06  3.9146E-05  3.9146E-05  3.9146E-05  3.9146E-05  3.9146E-05  3.9146E-05  3.9146E-05  3.9146E-05
    1  1.9274E-06  1.9801E-06  2.4941E-03 -2.4495E-03 -1.4369E-03  1.4024E-03 -6.0193E-07 -6.9993E-07  1.3247E-04  1.3247E-04  1.3247E-04  1.3247E-04  1.3247E-04  1.3247E-04  1.3247E-04  1.3247E-04
   10 -7.0414E-10 -3.0694E-09  7.7389E-03 -7.9669E-03 -4.4358E-03  4.5666E-03  2.1491E-10  8.1219E-10  4.2044E-04  4.2044E-04  4.2044E-04  4.2044E-04  4.2044E-04  4.2044E-04  4.2044E-04  4.2044E-04
   35   35      13.000000       9.000000
  5
0.001 -1.9919E-04  1.5230E-04  1.3171E-03 -1.3025E-03 -5.8298E-04  5.9522E-04  8.7343E-05 -6.6521E-05  6.2115E-05  6.2115E-05  6.2115E-05  6.2115E-05  6.2115E-05  6.2115E-05  6.2115E-05  6.2115E-05
 0.01 -5.6409E-04  1.6807E-04  4.1225E-03 -3.9636E-03 -1.8485E-03  1.9350E-03  2.4654E-04 -7.0953E-05  1.9560E-04  1.9560E-04  1.9560E-04  1.9560E-04  1.9560E-04  1.9560E-04  1.9560E-04  1.9560E-04
  0.1 -4.1214E-04 -4.4748E-04  1.2155E-02 -1.3775E-02 -5.9582E-03  7.2038E-03  1.6933E-04  1.9625E-04  6.5525E-04  6.5525E-04  6.5525E-04  6.5525E-04  6.5525E-04  6.5525E-04  6.5525E-04  6.5525E-04
    1  4.6597E-05  4.6229E-05  4.3549E-02 -4.2866E-02 -2.2253E-02  2.1839E-02 -1.7874E-05 -1.8397E-05  2.1825E-03  2.1825E-03  2.1825E-03  2.1825E-03  2.1825E-03  2.1825E-03  2.1825E-03  2.1825E-03
   10 -8.6350E-08 -1.0878E-07  1.3550E-01 -1.3949E-01 -6.9084E-02  7.1119E-02  3.3224E-08  3.6615E-08  6.9429E-03  6.9429E-03  6.9429E-03  6.9429E-03  6.9429E-03  6.9429E-03  6.9429E-03  6.9429E-03
   36   36      13.000000      13.000000
  5
0.001 -1.8403E-05  1.4006E-05  1.1531E-04 -1.1489E-04 -1.7222E-04  1.7159E-04  2.7486E-05 -2.0920E-05  9.9464E-06  9.9464E-06  9.9464E-06  9.9464E-06  9.9464E-06  9.9464E-06  9.9464E-06  9.9464E-06
 0.01 -5.2049E-05  1.4805E-05  3.6238E-04 -3.5583E-04 -5.4125E-04  5.3146E-04  7.7738E-05 -2.2112E-05  3.1034E-05  3.1034E-05  3.1034E-05  3.1034E-05  3.1034E-05  3.1034E-05  3.1034E-05  3.1034E-05
  0.1 -3.3737E-05 -4.1583E-05  1.1042E-03 -1.2310E-03 -1.6492E-03  1.8385E-03  5.0389E-05  6.2107E-05  1.0105E-04  1.0105E-04  1.0105E-04  1.0105E-04  1.0105E-04  1.0105E-04  1.0105E-04  1.0105E-04
    1  3.2333E-06  3.8304E-06  3.8435E-03 -3.7936E-03 -5.7405E-03  5.6661E-03 -4.8292E-06 -5.7210E-06  3.3000E-04  3.3000E-04  3.3000E-04  3.3000E-04  3.3000E-04  3.3000E-04  3.3000E-04  3.3000E-04
   10 -4.9284E-09 -6.8427E-09  1.2002E-02 -1.2356E-02 -1.7926E-02  1.8454E-02  7.3609E-09  1.0220E-08  1.0526E-03  1.0526E-03  1.0526E-03  1.0526E-03  1.0526E-03  1.0526E-03  1.0526E-03  1.0526E-03
END
