MT    36
  5
0.001 -8.1242E-07  6.1766E-07  8.0358E-06 -8.4676E-06 -9.5430E-05  9.3890E-05  9.7423E-06 -7.4594E-06  1.9766E-06  1.9766E-06  1.9766E-06  1.9766E-06  1.9766E-06  1.9766E-06  1.9766E-06  1.9766E-06
 0.01 -2.2870E-06  6.4864E-07  2.5793E-05 -2.9153E-05 -2.9783E-04  2.8217E-04  2.7576E-05 -8.3643E-06  6.3186E-06  6.3186E-06  6.3186E-06  6.3186E-06  6.3186E-06  6.3186E-06  6.3186E-06  6.3186E-06
  0.1 -1.5577E-06 -1.8348E-06  8.9077E-05 -1.1678E-04 -8.5804E-04  9.8498E-04  2.1218E-05  2.1859E-05  2.1901E-05  2.1901E-05  2.1901E-05  2.1901E-05  2.1901E-05  2.1901E-05  2.1901E-05  2.1901E-05
    1  1.4953E-07  1.7387E-07  3.5695E-04 -3.4837E-04 -3.1426E-03  3.0865E-03 -2.4285E-06 -2.4950E-06  7.4111E-05  7.4111E-05  7.4111E-05  7.4111E-05  7.4111E-05  7.4111E-05  7.4111E-05  7.4111E-05
   10 -5.3386E-11 -2.0176E-10  1.1019E-03 -1.1344E-03 -9.7511E-03  1.0038E-02  8.8723E-10  3.8674E-09  2.3523E-04  2.3523E-04  2.3523E-04  2.3523E-04  2.3523E-04  2.3523E-04  2.3523E-04  2.3523E-04
   14   14      -5.000000      -9.000000
  5
0.001 -7.9341E-05  6.0446E-05  7.7233E-04 -8.2323E-04 -9.3062E-04  9.4808E-04  9.4630E-05 -7.2301E-05  6.1229E-05  6.1229E-05  6.1229E-05  6.1229E-05  6.1229E-05  6.1229E-05  6.1229E-05  6.1229E-05
 0.01 -2.2273E-04  6.5500E-05  2.4878E-03 -2.8770E-03 -2.9405E-03  3.0511E-03  2.6613E-04 -8.0813E-05  2.0073E-04  2.0073E-04  2.0073E-04  2.0073E-04  2.0073E-04  2.0073E-04  2.0073E-04  2.0073E-04
  0.1 -1.7040E-04 -1.7728E-04  8.5572E-03 -1.2166E-02 -9.0953E-03  1.1941E-02  2.1603E-04  2.0928E-04  7.4709E-04  7.4709E-04  7.4709E-04  7.4709E-04  7.4709E-04  7.4709E-04  7.4709E-04  7.4709E-04
    1  1.8805E-05  1.7999E-05  3.7844E-02 -3.6693E-02 -3.7883E-02  3.6874E-02 -2.6423E-05 -2.3656E-05  2.6394E-03  2.6394E-03  2.6394E-03  2.6394E-03  2.6394E-03  2.6394E-03  2.6394E-03  2.6394E-03
   10 -1.1487E-08 -2.5712E-08  1.1559E-01 -1.1900E-01 -1.1613E-01  1.1955E-01  1.6946E-08  4.3251E-08  8.3141E-03  8.3141E-03  8.3141E-03  8.3141E-03  8.3141E-03  8.3141E-03  8.3141E-03  8.3141E-03
   15   15      -5.000000      -5.000000
  5
0.001 -3.4686E-05  2.6407E-05  4.7624E-04 -5.1228E-04 -2.0878E-04  2.2458E-04  1.5206E-05 -1.1577E-05  2.3156E-05  2.3156E-05  2.3156E-05  2.3156E-05  2.3156E-05  2.3156E-05  2.3156E-05  2.3156E-05
 0.01 -9.6983E-05  2.8841E-05  1.5382E-03 -1.8100E-03 -6.7433E-04  7.9347E-04  4.2517E-05 -1.2643E-05  7.8635E-05  7.8635E-05  7.8635E-05  7.8635E-05  7.8635E-05  7.8635E-05  7.8635E-05  7.8635E-05
  0.1 -7.8256E-05 -7.7183E-05  5.2716E-03 -7.9719E-03 -2.3110E-03  3.4948E-03  3.4307E-05  3.3836E-05  3.1640E-04  3.1640E-04  3.1640E-04  3.1640E-04  3.1640E-04  3.1640E-04  3.1640E-04  3.1640E-04
    1  8.6281E-06  8.5038E-06  2.5127E-02 -2.4244E-02 -1.1016E-02  1.0629E-02 -3.7825E-06 -3.7280E-06  1.1559E-03  1.1559E-03  1.1559E-03  1.1559E-03  1.1559E-03  1.1559E-03  1.1559E-03  1.1559E-03
   10  1.5294E-10 -9.3528E-09  7.6156E-02 -7.8404E-02 -3.3386E-02  3.4372E-02 -6.7046E-11  4.1002E-09  3.6185E-03  3.6185E-03  3.6185E-03  3.6185E-03  3.6185E-03  3.6185E-03  3.6185E-03  3.6185E-03
   16   16      -5.000000       5.000000
  5
0.001  8.1344E-06 -6.1930E-06  1.1169E-04 -1.2014E-04 -2.2655E-05  2.4370E-05 -1.6501E-06  1.2562E-06  3.6939E-06  3.6939E-06  3.6939E-06  3.6939E-06  3.6939E-06  3.6939E-06  3.6939E-06  3.6939E-06
 0.01  2.2744E-05 -6.7636E-06  3.6073E-04 -4.2447E-04 -7.3174E-05  8.6102E-05 -4.6136E-06  1.3720E-06  1.2544E-05  1.2544E-05  1.2544E-05  1.2544E-05  1.2544E-05  1.2544E-05  1.2544E-05  1.2544E-05
  0.1  1.8352E-05  1.8101E-05  1.2363E-03 -1.8696E-03 -2.5078E-04  3.7924E-04 -3.7228E-06 -3.6717E-06  5.0474E-05  5.0474E-05  5.0474E-05  5.0474E-05  5.0474E-05  5.0474E-05  5.0474E-05  5.0474E-05
    1 -2.0234E-06 -1.9943E-06  5.8928E-03 -5.6858E-03 -1.1953E-03  1.1533E-03  4.1045E-07  4.0454E-07  1.8440E-04  1.8440E-04  1.8440E-04  1.8440E-04  1.8440E-04  1.8440E-04  1.8440E-04  1.8440E-04
   10 -3.5866E-11  2.1934E-09  1.7860E-02 -1.8387E-02 -3.6229E-03  3.7298E-03  7.2754E-12 -4.4493E-10  5.7724E-04  5.7724E-04  5.7724E-04  5.7724E-04  5.7724E-04  5.7724E-04  5.7724E-04  5.7724E-04
   17   17      -5.000000       9.000000
  5
0.001  7.7726E-07 -5.9216E-07  7.5661E-06 -8.0647E-06 -1.0906E-04  1.1111E-04 -1.1090E-05  8.4734E-06  2.0747E-06  2.0747E-06  2.0747E-06  2.0747E-06  2.0747E-06  2.0747E-06  2.0747E-06  2.0747E-06
 0.01  2.1820E-06 -6.4167E-07  2.4372E-05 -2.8185E-05 -3.4462E-04  3.5758E-04 -3.1190E-05  9.4709E-06  6.8015E-06  6.8015E-06  6.8015E-06  6.8015E-06  6.8015E-06  6.8015E-06  6.8015E-06  6.8015E-06
  0.1  1.6693E-06  1.7367E-06  8.3830E-05 -1.1918E-04 -1.0659E-03  1.3994E-03 -2.5318E-05 -2.4527E-05  2.5314E-05  2.5314E-05  2.5314E-05  2.5314E-05  2.5314E-05  2.5314E-05  2.5314E-05  2.5314E-05
    1 -1.8422E-07 -1.7633E-07  3.7073E-04 -3.5946E-04 -4.4397E-03  4.3215E-03  3.0966E-06  2.7724E-06  8.9433E-05  8.9433E-05  8.9433E-05  8.9433E-05  8.9433E-05  8.9433E-05  8.9433E-05  8.9433E-05
   10  1.1253E-10  2.5189E-10  1.1324E-03 -1.1658E-03 -1.3610E-02  1.4011E-02 -1.9860E-09 -5.0688E-09  2.8171E-04  2.8171E-04  2.8171E-04  2.8171E-04  2.8171E-04  2.8171E-04  2.8171E-04  2.8171E-04
   18   18      -5.000000      13.000000
  5
0.001  4.1084E-06 -3.1236E-06  4.0638E-05 -4.2821E-05 -8.5273E-05  8.3896E-05 -8.7054E-06  6.6654E-06  4.2018E-06  4.2018E-06  4.2018E-06  4.2018E-06  4.2018E-06  4.2018E-06  4.2018E-06  4.2018E-06
 0.01  1.1565E-05 -3.2802E-06  1.3043E-04 -1.4743E-04 -2.6613E-04  2.5214E-04 -2.4641E-05  7.4740E-06  1.3432E-05  1.3432E-05  1.3432E-05  1.3432E-05  1.3432E-05  1.3432E-05  1.3432E-05  1.3432E-05
  0.1  7.8772E-06  9.2788E-06  4.5047E-04 -5.9056E-04 -7.6671E-04  8.8014E-04 -1.8959E-05 -1.9532E-05  4.6556E-05  4.6556E-05  4.6556E-05  4.6556E-05  4.6556E-05  4.6556E-05  4.6556E-05  4.6556E-05
    1 -7.5616E-07 -8.7929E-07  1.8051E-03 -1.7617E-03 -2.8081E-03  2.7579E-03  2.1700E-06  2.2294E-06  1.5754E-04  1.5754E-04  1.5754E-04  1.5754E-04  1.5754E-04  1.5754E-04  1.5754E-04  1.5754E-04
   10  2.6998E-10  1.0203E-09  5.5725E-03 -5.7367E-03 -8.7132E-03  8.9699E-03 -7.9279E-10 -3.4558E-09  5.0003E-04  5.0003E-04  5.0003E-04  5.0003E-04  5.0003E-04  5.0003E-04  5.0003E-04  5.0003E-04
   19   19       5.000000     -13.000000
  5
0.001  1.3562E-04 -1.0311E-04  1.3415E-03 -1.4136E-03 -5.4485E-04  5.3605E-04 -5.5622E-05  4.2588E-05  6.1023E-05  6.1023E-05  6.1023E-05  6.1023E-05  6.1023E-05  6.1023E-05  6.1023E-05  6.1023E-05
 0.01  3.8178E-04 -1.0828E-04  4.3058E-03 -4.8668E-03 -1.7004E-03  1.6110E-03 -1.5744E-04  4.7755E-05  1.9507E-04  1.9507E-04  1.9507E-04  1.9507E-04  1.9507E-04  1.9507E-04  1.9507E-04  1.9507E-04
  0.1  2.6003E-04  3.0630E-04  1.4870E-02 -1.9495E-02 -4.8988E-03  5.6236E-03 -1.2114E-04 -1.2480E-04  6.7614E-04  6.7614E-04  6.7614E-04  6.7614E-04  6.7614E-04  6.7614E-04  6.7614E-04  6.7614E-04
    1 -2.4962E-05 -2.9026E-05  5.9588E-02 -5.8156E-02 -1.7942E-02  1.7622E-02  1.3865E-05  1.4245E-05  2.2880E-03  2.2880E-03  2.2880E-03  2.2880E-03  2.2880E-03  2.2880E-03  2.2880E-03  2.2880E-03
   10  8.9122E-09  3.3682E-08  1.8395E-01 -1.8937E-01 -5.5673E-02  5.7313E-02 -5.0655E-09 -2.2081E-08  7.2620E-03  7.2620E-03  7.2620E-03  7.2620E-03  7.2620E-03  7.2620E-03  7.2620E-03  7.2620E-03
   20   20       5.000000      -9.000000
  5
0.001  2.1152E-04 -1.6114E-04  2.0590E-03 -2.1946E-03 -6.8074E-04  6.9351E-04 -6.9221E-05  5.2888E-05  8.5504E-05  8.5504E-05  8.5504E-05  8.5504E-05  8.5504E-05  8.5504E-05  8.5504E-05  8.5504E-05
 0.01  5.9378E-04 -1.7462E-04  6.6323E-03 -7.6699E-03 -2.1510E-03  2.2319E-03 -1.9468E-04  5.9114E-05  2.8031E-04  2.8031E-04  2.8031E-04  2.8031E-04  2.8031E-04  2.8031E-04  2.8031E-04  2.8031E-04
  0.1  4.5426E-04  4.7262E-04  2.2812E-02 -3.2433E-02 -6.6531E-03  8.7344E-03 -1.5802E-04 -1.5309E-04  1.0433E-03  1.0433E-03  1.0433E-03  1.0433E-03  1.0433E-03  1.0433E-03  1.0433E-03  1.0433E-03
    1 -5.0133E-05 -4.7983E-05  1.0089E-01 -9.7819E-02 -2.7711E-02  2.6973E-02  1.9328E-05  1.7304E-05  3.6858E-03  3.6858E-03  3.6858E-03  3.6858E-03  3.6858E-03  3.6858E-03  3.6858E-03  3.6858E-03
   10  3.0623E-08  6.8546E-08  3.0815E-01 -3.1724E-01 -8.4947E-02  8.7452E-02 -1.2396E-08 -3.1638E-08  1.1610E-02  1.1610E-02  1.1610E-02  1.1610E-02  1.1610E-02  1.1610E-02  1.1610E-02  1.1610E-02
   21   21       5.000000      -5.000000
  5
