PT     37
1      1           -13         -13
4
0.1    -1.491E+00  8.038E-02   6.554E-02   -1.480E+00  7.427E-02   7.427E-02   7.427E-02   7.427E-02
1      -1.433E+00  3.428E-02   1.062E-02   -1.151E+00  6.421E-02   6.421E-02   6.421E-02   6.421E-02
18     18          -5          13
4
0.001  -9.889E-01  3.370E-02   2.306E-02   -1.053E+00  5.102E-02   5.102E-02   5.102E-02   5.102E-02
0.01   -9.708E-01  9.240E-02   6.762E-02   -1.143E+00  5.266E-02   5.266E-02   5.266E-02   5.266E-02
0.1    -1.279E+00  9.878E-02   4.874E-02   -1.416E+00  6.728E-02   6.728E-02   6.728E-02   6.728E-02
1      -1.381E+00  7.907E-02   -3.093E-03  -1.265E+00  6.609E-02   6.609E-02   6.609E-02   6.609E-02
19     19          5           -13
4
0.001  -9.913E-01  3.141E-02   2.040E-02   -1.067E+00  5.143E-02   5.143E-02   5.143E-02   5.143E-02
0.01   -9.803E-01  8.189E-02   5.475E-02   -1.176E+00  5.368E-02   5.368E-02   5.368E-02   5.368E-02
0.1    -1.275E+00  5.606E-02   3.314E-02   -1.445E+00  6.786E-02   6.786E-02   6.786E-02   6.786E-02
1      -1.257E+00  -1.430E-02  7.956E-03   -1.190E+00  6.116E-02   6.116E-02   6.116E-02   6.116E-02
20     20          5           -9
4
0.001  -1.039E+00  2.483E-02   2.838E-02   -1.073E+00  5.281E-02   5.281E-02   5.281E-02   5.281E-02
0.01   -1.105E+00  6.213E-02   7.052E-02   -1.187E+00  5.728E-02   5.728E-02   5.728E-02   5.728E-02
0.1    -1.529E+00  2.116E-02   3.756E-02   -1.599E+00  7.819E-02   7.819E-02   7.819E-02   7.819E-02
1      -1.213E+00  -5.641E-02  -4.174E-02  -1.195E+00  6.019E-02   6.019E-02   6.019E-02   6.019E-02
21     21          5           -5
4
0.001  -1.096E+00  2.216E-02   2.451E-02   -1.088E+00  5.461E-02   5.461E-02   5.461E-02   5.461E-02
0.01   -1.239E+00  5.614E-02   5.859E-02   -1.223E+00  6.155E-02   6.155E-02   6.155E-02   6.155E-02
0.1    -1.706E+00  6.683E-02   3.493E-02   -1.752E+00  8.646E-02   8.646E-02   8.646E-02   8.646E-02
1      -1.174E+00  6.436E-02   -4.400E-02  -1.288E+00  6.148E-02   6.148E-02   6.148E-02   6.148E-02
22     22          5           5
4
0.001  -1.071E+00  -3.487E-02  -2.639E-02  -1.081E+00  5.380E-02   5.380E-02   5.380E-02   5.380E-02
0.01   -1.181E+00  -8.585E-02  -6.053E-02  -1.203E+00  5.961E-02   5.961E-02   5.961E-02   5.961E-02
0.1    -1.643E+00  -8.215E-02  -5.560E-02  -1.661E+00  8.260E-02   8.260E-02   8.260E-02   8.260E-02
1      -1.259E+00  -2.174E-02  8.060E-03   -1.231E+00  6.225E-02   6.225E-02   6.225E-02   6.225E-02
23     23          5           9
4
0.001  -1.021E+00  -3.281E-02  -2.214E-02  -1.085E+00  5.262E-02   5.262E-02   5.262E-02   5.262E-02
0.01   -1.054E+00  -8.231E-02  -5.314E-02  -1.214E+00  5.657E-02   5.657E-02   5.657E-02   5.657E-02
0.1    -1.437E+00  -6.941E-02  -4.275E-02  -1.570E+00  7.509E-02   7.509E-02   7.509E-02   7.509E-02
1      -1.259E+00  3.327E-02   -1.943E-02  -1.192E+00  6.126E-02   6.126E-02   6.126E-02   6.126E-02
24     24          5           13
4
0.001  -9.896E-01  -2.582E-02  -1.695E-02  -1.062E+00  5.126E-02   5.126E-02   5.126E-02   5.126E-02
0.01   -9.736E-01  -6.386E-02  -3.740E-02  -1.165E+00  5.326E-02   5.326E-02   5.326E-02   5.326E-02
0.1    -1.278E+00  1.467E-03   5.565E-03   -1.448E+00  6.802E-02   6.802E-02   6.802E-02   6.802E-02
1      -1.333E+00  1.668E-01   7.323E-02   -1.332E+00  6.662E-02   6.662E-02   6.662E-02   6.662E-02
25     25          9           -13
4
0.001  -1.000E+00  4.093E-02   3.349E-02   -1.037E+00  5.091E-02   5.091E-02   5.091E-02   5.091E-02
0.01   -1.004E+00  1.080E-01   8.998E-02   -1.097E+00  5.246E-02   5.246E-02   5.246E-02   5.246E-02
0.1    -1.269E+00  7.673E-02   4.826E-02   -1.345E+00  6.533E-02   6.533E-02   6.533E-02   6.533E-02
1      -1.299E+00  -3.045E-03  -2.188E-02  -1.207E+00  6.260E-02   6.260E-02   6.260E-02   6.260E-02
26     26          9           -9
4
0.001  -1.031E+00  3.808E-02   4.010E-02   -1.035E+00  5.166E-02   5.166E-02   5.166E-02   5.166E-02
0.01   -1.085E+00  9.750E-02   1.058E-01   -1.089E+00  5.435E-02   5.435E-02   5.435E-02   5.435E-02
0.1    -1.397E+00  6.105E-02   7.502E-02   -1.404E+00  7.004E-02   7.004E-02   7.004E-02   7.004E-02
1      -1.214E+00  -6.234E-03  1.934E-02   -1.181E+00  5.987E-02   5.987E-02   5.987E-02   5.987E-02
27     27          9           -5
4
0.001  -1.081E+00  2.790E-02   2.698E-02   -1.031E+00  5.280E-02   5.280E-02   5.280E-02   5.280E-02
0.01   -1.215E+00  7.098E-02   7.129E-02   -1.080E+00  5.727E-02   5.727E-02   5.727E-02   5.727E-02
0.1    -1.630E+00  4.880E-02   5.087E-02   -1.479E+00  7.764E-02   7.764E-02   7.764E-02   7.764E-02
1      -1.365E+00  2.332E-02   4.680E-02   -1.231E+00  6.482E-02   6.482E-02   6.482E-02   6.482E-02
28     28          9           5
4
0.001  -1.074E+00  -3.076E-02  -3.091E-02  -1.033E+00  5.268E-02   5.268E-02   5.268E-02   5.268E-02
0.01   -1.192E+00  -7.682E-02  -7.370E-02  -1.084E+00  5.684E-02   5.684E-02   5.684E-02   5.684E-02
0.1    -1.554E+00  -6.457E-02  -4.888E-02  -1.456E+00  7.523E-02   7.523E-02   7.523E-02   7.523E-02
1      -1.229E+00  -2.807E-03  2.858E-02   -1.179E+00  6.018E-02   6.018E-02   6.018E-02   6.018E-02
29     29          9           9
4
0.001  -1.023E+00  -3.804E-02  -3.216E-02  -1.036E+00  5.147E-02   5.147E-02   5.147E-02   5.147E-02
0.01   -1.061E+00  -9.682E-02  -7.710E-02  -1.091E+00  5.377E-02   5.377E-02   5.377E-02   5.377E-02
0.1    -1.360E+00  -5.229E-02  -2.229E-02  -1.391E+00  6.877E-02   6.877E-02   6.877E-02   6.877E-02
1      -1.231E+00  5.560E-02   8.538E-02   -1.188E+00  6.046E-02   6.046E-02   6.046E-02   6.046E-02
30     30          9           13
4
0.001  -9.955E-01  -3.978E-02  -2.976E-02  -1.036E+00  5.077E-02   5.077E-02   5.077E-02   5.077E-02
0.01   -9.873E-01  -1.040E-01  -7.284E-02  -1.092E+00  5.192E-02   5.192E-02   5.192E-02   5.192E-02
0.1    -1.233E+00  -6.123E-02  -2.402E-02  -1.311E+00  6.358E-02   6.358E-02   6.358E-02   6.358E-02
1      -1.266E+00  5.695E-02   6.109E-02   -1.185E+00  6.124E-02   6.124E-02   6.124E-02   6.124E-02
31     31          13          -13
4
0.001  -1.007E+00  3.736E-02   4.265E-02   -1.003E+00  5.025E-02   5.025E-02   5.025E-02   5.025E-02
0.01   -1.023E+00  9.883E-02   1.166E-01   -1.003E+00  5.064E-02   5.064E-02   5.064E-02   5.064E-02
0.1    -1.227E+00  6.422E-02   8.633E-02   -1.162E+00  5.971E-02   5.971E-02   5.971E-02   5.971E-02
1      -1.272E+00  5.630E-03   2.812E-02   -1.064E+00  5.816E-02   5.816E-02   5.816E-02   5.816E-02
32     32          13          -9
4
0.001  -1.037E+00  3.125E-02   4.095E-02   -1.001E+00  5.096E-02   5.096E-02   5.096E-02   5.096E-02
0.01   -1.105E+00  8.163E-02   1.110E-01   -1.000E+00  5.256E-02   5.256E-02   5.256E-02   5.256E-02
0.1    -1.370E+00  3.542E-02   7.483E-02   -1.261E+00  6.572E-02   6.572E-02   6.572E-02   6.572E-02
1      -1.320E+00  -5.761E-02  -1.940E-02  -1.246E+00  6.410E-02   6.410E-02   6.410E-02   6.410E-02
33     33          13          -5
4
0.001  -1.067E+00  2.084E-02   2.740E-02   -9.922E-01  5.144E-02   5.144E-02   5.144E-02   5.144E-02
0.01   -1.181E+00  5.594E-02   7.480E-02   -9.772E-01  5.372E-02   5.372E-02   5.372E-02   5.372E-02
0.1    -1.482E+00  3.150E-02   4.864E-02   -1.285E+00  6.900E-02   6.900E-02   6.900E-02   6.900E-02
1      -1.353E+00  2.695E-02   2.452E-02   -1.298E+00  6.625E-02   6.625E-02   6.625E-02   6.625E-02
34     34          13          5
4
0.001  -1.071E+00  -2.203E-02  -3.507E-02  -9.937E-01  5.157E-02   5.157E-02   5.157E-02   5.157E-02
0.01   -1.190E+00  -5.706E-02  -8.938E-02  -9.801E-01  5.400E-02   5.400E-02   5.400E-02   5.400E-02
0.1    -1.477E+00  -3.837E-02  -7.053E-02  -1.273E+00  6.855E-02   6.855E-02   6.855E-02   6.855E-02
1      -1.315E+00  1.888E-02   3.839E-03   -1.239E+00  6.383E-02   6.383E-02   6.383E-02   6.383E-02
35     35          13          9
4
0.001  -1.030E+00  -4.193E-02  -4.481E-02  -1.000E+00  5.076E-02   5.076E-02   5.076E-02   5.076E-02
0.01   -1.082E+00  -1.136E-01  -1.165E-01  -9.969E-01  5.193E-02   5.193E-02   5.193E-02   5.193E-02
0.1    -1.319E+00  -1.246E-01  -9.174E-02  -1.236E+00  6.383E-02   6.383E-02   6.383E-02   6.383E-02
1      -1.292E+00  -1.180E-01  1.363E-02   -1.192E+00  6.206E-02   6.206E-02   6.206E-02   6.206E-02
36     36          13          13
4
0.001  -1.007E+00  -3.965E-02  -3.577E-02  -1.012E+00  5.048E-02   5.048E-02   5.048E-02   5.048E-02
0.01   -1.019E+00  -1.055E-01  -9.069E-02  -1.029E+00  5.119E-02   5.119E-02   5.119E-02   5.119E-02
0.1    -1.224E+00  -5.924E-02  -4.018E-02  -1.230E+00  6.135E-02   6.135E-02   6.135E-02   6.135E-02
1      -1.290E+00  7.386E-02   6.545E-02   -1.256E+00  6.364E-02   6.364E-02   6.364E-02   6.364E-02
   99 99    0.0 0.0
  0
VTF   36
101     101           -13         -13
4
0.001 -8.804E-03  7.818E-03   -8.681E-03  7.106E-03   -4.402E-04  3.909E-04   -4.340E-04  3.553E-04
0.01  -3.213E-02  1.279E-02   -2.823E-02  1.104E-02   -1.606E-03  6.393E-04   -1.412E-03  5.522E-04
0.1   -1.473E-02  -3.422E-02  -1.326E-02  -3.130E-02  -7.367E-04  -1.711E-03  -6.628E-04  -1.565E-03
1     1.438E-02   -5.419E-03  1.560E-02   -7.456E-03  7.191E-04   -2.709E-04  7.799E-04   -3.728E-04
102     102           -13         -9
4
0.001 -1.071E-02  9.611E-03   -6.535E-03  5.315E-03   -5.356E-04  4.805E-04   -3.267E-04  2.658E-04
0.01  -3.914E-02  1.647E-02   -2.126E-02  8.268E-03   -1.957E-03  8.234E-04   -1.063E-03  4.134E-04
0.1   -2.346E-02  -3.920E-02  -9.915E-03  -2.668E-02  -1.173E-03  -1.960E-03  -4.958E-04  -1.334E-03
1     1.345E-02   -5.565E-03  2.019E-02   -1.461E-02  6.724E-04   -2.783E-04  1.009E-03   -7.304E-04
103     103           -13         -5
4
0.001 -1.388E-02  1.263E-02   -3.340E-03  2.454E-03   -6.941E-04  6.315E-04   -1.670E-04  1.227E-04
0.01  -5.098E-02  2.289E-02   -1.034E-02  2.652E-03   -2.549E-03  1.145E-03   -5.169E-04  1.326E-04
0.1   -3.774E-02  -4.662E-02  6.825E-04   -2.483E-02  -1.887E-03  -2.331E-03  3.412E-05   -1.242E-03
1     9.270E-03   3.245E-03   3.941E-02   -3.933E-02  4.635E-04   1.623E-04   1.971E-03   -1.966E-03
104     104           -13         5
4
0.001 -1.243E-02  1.115E-02   4.570E-03   -4.536E-03  -6.215E-04  5.575E-04   2.285E-04   -2.268E-04
0.01  -4.568E-02  1.898E-02   1.837E-02   -8.191E-03  -2.284E-03  9.492E-04   9.183E-04   -4.096E-04
0.1   -2.754E-02  -5.123E-02  1.298E-02   1.186E-02   -1.377E-03  -2.562E-03  6.488E-04   5.930E-04
1     3.109E-02   -2.195E-02  7.704E-03   -1.716E-02  1.554E-03   -1.098E-03  3.852E-04   -8.578E-04
105     105           -13         9
4
0.001 -1.014E-02  8.956E-03   6.845E-03   -6.480E-03  -5.069E-04  4.478E-04   3.423E-04   -3.240E-04
0.01  -3.692E-02  1.485E-02   2.627E-02   -1.126E-02  -1.846E-03  7.425E-04   1.313E-03   -5.630E-04
0.1   -1.849E-02  -4.293E-02  1.632E-02   2.227E-02   -9.246E-04  -2.146E-03  8.162E-04   1.114E-03
1     2.694E-02   -1.709E-02  -2.044E-03  -1.174E-02  1.347E-03   -8.546E-04  -1.022E-04  -5.869E-04
106     106           -13         13
4
0.001 -7.638E-03  6.552E-03   7.952E-03   -7.290E-03  -3.819E-04  3.276E-04   3.976E-04   -3.645E-04
0.01  -2.766E-02  9.695E-03   2.978E-02   -1.171E-02  -1.383E-03  4.847E-04   1.489E-03   -5.856E-04
0.1   -6.745E-03  -3.941E-02  1.395E-02   3.111E-02   -3.373E-04  -1.971E-03  6.973E-04   1.555E-03
1     3.702E-02   -3.244E-02  -1.677E-02  4.716E-03   1.851E-03   -1.622E-03  -8.385E-04  2.358E-04
107     107           -9          -13
4
0.001 -7.286E-03  6.618E-03   -1.127E-02  9.612E-03   -3.643E-04  3.309E-04   -5.634E-04  4.806E-04
0.01  -2.745E-02  1.116E-02   -3.808E-02  1.641E-02   -1.373E-03  5.581E-04   -1.904E-03  8.207E-04
0.1   -1.389E-02  -3.104E-02  -2.557E-02  -3.797E-02  -6.946E-04  -1.552E-03  -1.278E-03  -1.898E-03
1     1.735E-02   -1.827E-02  1.206E-02   -4.116E-03  8.674E-04   -9.135E-04  6.032E-04   -2.058E-04
108     108           -9          -9
4
0.001 -9.663E-03  8.866E-03   -9.735E-03  8.362E-03   -4.832E-04  4.433E-04   -4.868E-04  4.181E-04
0.01  -3.611E-02  1.570E-02   -3.298E-02  1.463E-02   -1.805E-03  7.852E-04   -1.649E-03  7.317E-04
0.1   -2.471E-02  -3.285E-02  -2.473E-02  -2.862E-02  -1.236E-03  -1.643E-03  -1.236E-03  -1.431E-03
1     7.858E-03   -1.367E-03  3.082E-03   4.415E-03   3.929E-04   -6.834E-05  1.541E-04   2.207E-04
109     109           -9          -5
4
0.001 -1.159E-02  1.063E-02   -5.290E-03  4.306E-03   -5.797E-04  5.315E-04   -2.645E-04  2.153E-04
0.01  -4.310E-02  1.870E-02   -1.706E-02  6.822E-03   -2.155E-03  9.349E-04   -8.530E-04  3.411E-04
0.1   -3.177E-02  -3.778E-02  -1.039E-02  -1.784E-02  -1.589E-03  -1.889E-03  -5.194E-04  -8.922E-04
1     8.735E-03   -3.825E-03  8.854E-03   -9.419E-03  4.367E-04   -1.912E-04  4.427E-04   -4.710E-04
110    110          -9          5
4
0.001 -1.125E-02  1.022E-02   5.704E-03   -5.525E-03  -5.624E-04  5.109E-04   2.852E-04   -2.762E-04
0.01  -4.163E-02  1.767E-02   2.278E-02   -8.856E-03  -2.081E-03  8.833E-04   1.139E-03   -4.428E-04
0.1   -2.858E-02  -3.943E-02  1.254E-02   2.344E-02   -1.429E-03  -1.971E-03  6.272E-04   1.172E-03
1     1.441E-02   -6.084E-03  -1.380E-02  6.077E-03   7.203E-04   -3.042E-04  -6.902E-04  3.039E-04
111    111          -9          9
4
0.001 -8.684E-03  7.824E-03   9.145E-03   -8.593E-03  -4.342E-04  3.912E-04   4.572E-04   -4.296E-04
0.01  -3.211E-02  1.358E-02   3.485E-02   -1.465E-02  -1.606E-03  6.790E-04   1.743E-03   -7.324E-04
0.1   -1.974E-02  -3.172E-02  2.246E-02   3.254E-02   -9.869E-04  -1.586E-03  1.123E-03   1.627E-03
1     1.180E-02   -3.262E-03  -9.536E-03  -3.190E-04  5.902E-04   -1.631E-04  -4.768E-04  -1.595E-05
112    112          -9          13
4
0.001 -6.770E-03  6.027E-03   1.079E-02   -9.980E-03  -3.385E-04  3.013E-04   5.395E-04   -4.990E-04
0.01  -2.485E-02  1.053E-02   4.016E-02   -1.736E-02  -1.243E-03  5.263E-04   2.008E-03   -8.681E-04
0.1   -1.371E-02  -2.404E-02  2.657E-02   3.533E-02   -6.857E-04  -1.202E-03  1.329E-03   1.766E-03
1     5.996E-03   1.009E-03   -3.149E-03  -6.561E-03  2.998E-04   5.046E-05   -1.574E-04  -3.281E-04
113    113          -5          -13
4
0.001 -4.606E-03  4.274E-03   -1.370E-02  1.189E-02   -2.303E-04  2.137E-04   -6.848E-04  5.943E-04
0.01  -1.787E-02  7.387E-03   -4.697E-02  2.083E-02   -8.936E-04  3.694E-04   -2.349E-03  1.041E-03
0.1   -9.105E-03  -1.817E-02  -3.494E-02  -4.212E-02  -4.552E-04  -9.087E-04  -1.747E-03  -2.106E-03
1     8.144E-03   -6.594E-03  5.239E-03   4.493E-03   4.072E-04   -3.297E-04  2.619E-04   2.247E-04
114    114          -5          -9
4
0.001 -6.062E-03  5.584E-03   -1.116E-02  9.595E-03   -3.031E-04  2.792E-04   -5.579E-04  4.797E-04
0.01  -2.323E-02  9.243E-03   -3.839E-02  1.560E-02   -1.161E-03  4.622E-04   -1.919E-03  7.799E-04
0.1   -1.296E-02  -2.449E-02  -2.538E-02  -4.108E-02  -6.482E-04  -1.224E-03  -1.269E-03  -2.054E-03
1     1.606E-02   -1.464E-02  2.709E-02   -2.149E-02  8.028E-04   -7.320E-04  1.354E-03   -1.074E-03
115    115          -5          -5
4
0.001 -7.511E-03  6.904E-03   -6.897E-03  5.796E-03   -3.755E-04  3.452E-04   -3.449E-04  2.898E-04
0.01  -2.820E-02  1.156E-02   -2.274E-02  9.530E-03   -1.410E-03  5.778E-04   -1.137E-03  4.765E-04
0.1   -1.933E-02  -2.325E-02  -1.679E-02  -1.700E-02  -9.663E-04  -1.163E-03  -8.395E-04  -8.502E-04
1     3.905E-03   -4.529E-03  -1.926E-03  7.673E-03   1.953E-04   -2.264E-04  -9.628E-05  3.836E-04
116    116          -5          5
4
0.001 -7.019E-03  6.400E-03   7.464E-03   -7.171E-03  -3.509E-04  3.200E-04   3.732E-04   -3.585E-04
0.01  -2.642E-02  1.060E-02   2.882E-02   -1.204E-02  -1.321E-03  5.302E-04   1.441E-03   -6.019E-04
0.1   -1.673E-02  -2.550E-02  2.077E-02   1.937E-02   -8.367E-04  -1.275E-03  1.038E-03   9.684E-04
1     1.371E-02   -9.683E-03  7.865E-03   -1.720E-02  6.855E-04   -4.842E-04  3.933E-04   -8.600E-04
117    117          -5          9
4
0.001 -5.693E-03  5.210E-03   1.063E-02   -9.965E-03  -2.847E-04  2.605E-04   5.316E-04   -4.983E-04
0.01  -2.148E-02  9.342E-03   4.036E-02   -1.675E-02  -1.074E-03  4.671E-04   2.018E-03   -8.375E-04
0.1   -1.429E-02  -1.800E-02  2.698E-02   3.783E-02   -7.146E-04  -9.000E-04  1.349E-03   1.892E-03
1     1.131E-03   3.505E-03   -1.382E-02  2.704E-03   5.655E-05   1.753E-04   -6.908E-04  1.352E-04
118    118          -5          13
4
