MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,   -9.313433e-05,    7.026333e-05,    6.052797e-04,   -6.082249e-04,   -6.042243e-04,    6.084245e-04,    1.067140e-04,   -8.185747e-05,   -2.059395e-02,   -7.318801e-03,    2.110061e-03,    5.780896e-02,   -9.709088e-03,   -5.546260e-02,   -3.956874e-02,    3.843488e-02,   -9.401600e-05,    6.995000e-05,    6.053700e-04,   -6.057500e-04,   -6.046400e-04,    6.060500e-04,    1.050200e-04,   -8.021200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,
         1,    1.000000e-02,   -2.625183e-04,    6.237688e-05,    1.911217e-03,   -1.908156e-03,   -1.907944e-03,    1.916305e-03,    3.003149e-04,   -8.686389e-05,   -2.639118e-02,    4.393157e-04,   -9.523646e-02,    2.493581e-02,    9.841303e-02,   -8.956764e-03,   -1.638387e-02,   -1.341293e-02,   -2.660700e-04,    6.243600e-05,    1.898400e-03,   -1.904800e-03,   -1.894700e-03,    1.915100e-03,    2.981100e-04,   -8.866900e-05,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,
         1,    1.000000e-01,   -1.885185e-04,   -3.090052e-04,    5.612989e-03,   -6.992510e-03,   -5.598982e-03,    7.126360e-03,    2.400730e-04,    2.343981e-04,    1.653925e-02,   -4.065119e-02,    2.169942e-01,   -4.604328e-03,   -2.187714e-01,    1.308426e-02,    2.030260e-02,   -1.006224e-02,   -1.810100e-04,   -3.274600e-04,    5.711500e-03,   -6.994600e-03,   -5.698300e-03,    7.132300e-03,    2.492900e-04,    2.298300e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,
         1,    1.000000e+00,    1.599872e-04,   -1.207117e-03,    2.040037e-02,   -2.509907e-02,   -2.043928e-02,    2.692212e-02,    2.683543e-04,    7.511368e-04,   -2.950679e-02,    7.627645e-03,   -4.314894e-02,   -4.772046e-02,    3.523295e-02,    3.922408e-02,    7.229653e-02,   -3.685885e-03,    1.111800e-04,   -1.194500e-03,    2.032900e-02,   -2.517800e-02,   -2.038100e-02,    2.698700e-02,    3.879400e-04,    7.450400e-04,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,
         2,    1.000000e-03,   -9.131268e-05,    6.887333e-05,    5.989407e-04,   -6.017047e-04,   -5.242524e-04,    5.456696e-04,    9.761930e-05,   -7.274036e-05,   -9.503501e-02,    2.684727e-02,    6.942402e-02,    5.841891e-03,   -7.834076e-02,    2.000822e-03,   -4.806856e-02,    5.093235e-02,   -9.513100e-05,    6.995200e-05,    6.017300e-04,   -6.014700e-04,   -5.274000e-04,    5.457500e-04,    9.568800e-05,   -7.069400e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,
         2,    1.000000e-02,   -2.614861e-04,    6.132553e-05,    1.879524e-03,   -1.889689e-03,   -1.667503e-03,    1.834910e-03,    2.780946e-04,   -5.801220e-05,   -6.707054e-02,   -3.604709e-02,   -4.862401e-03,    3.651174e-02,    4.695653e-03,    1.476724e-03,   -4.558571e-02,    2.423112e-03,   -2.701000e-04,    5.669600e-05,    1.878900e-03,   -1.885000e-03,   -1.666900e-03,    1.835100e-03,    2.722400e-04,   -5.770100e-05,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,
         2,    1.000000e-01,   -2.416846e-04,   -4.215812e-04,    5.406921e-03,   -7.267262e-03,   -5.219052e-03,    7.555554e-03,    2.558604e-04,    5.119271e-04,    1.508882e-02,   -1.222496e-01,    7.534767e-02,    7.969470e-02,   -1.055252e-01,   -2.225356e-02,    4.122468e-02,   -2.541718e-02,   -2.348000e-04,   -4.773600e-04,    5.441300e-03,   -7.230900e-03,   -5.267200e-03,    7.545400e-03,    2.746700e-04,    5.003300e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,
         2,    1.000000e+00,   -1.670728e-04,   -2.829540e-03,    2.010868e-02,   -2.899638e-02,   -2.007342e-02,    3.095403e-02,    2.833860e-04,    3.768200e-03,    1.646569e-02,   -5.360328e-03,   -3.700367e-02,   -3.918617e-02,    5.794574e-02,   -2.831921e-02,    4.399535e-02,   -3.601372e-02,   -1.374000e-04,   -2.839200e-03,    2.004200e-02,   -2.906700e-02,   -1.996900e-02,    3.090300e-02,    3.626700e-04,    3.703300e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,
         3,    1.000000e-03,   -4.388596e-05,    2.821173e-05,    6.050227e-04,   -6.061435e-04,   -4.472985e-04,    4.811362e-04,    5.997192e-05,   -4.520046e-05,   -1.013478e-01,    3.851797e-02,    6.939202e-02,   -3.897906e-03,   -4.209128e-02,   -3.891568e-03,   -4.614674e-02,    4.195626e-02,   -4.769400e-05,    2.965900e-05,    6.076300e-04,   -6.062900e-04,   -4.488800e-04,    4.809900e-04,    5.823800e-05,   -4.362400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,
         3,    1.000000e-02,   -1.219832e-04,   -1.911556e-05,    1.891101e-03,   -1.894111e-03,   -1.434661e-03,    1.716516e-03,    1.702358e-04,   -4.132967e-05,   -8.341598e-02,   -2.440699e-02,    4.075095e-03,    2.624110e-02,   -4.401012e-03,    1.784714e-02,   -4.033862e-02,   -8.036404e-03,   -1.321900e-04,   -2.210200e-05,    1.891600e-03,   -1.890900e-03,   -1.435200e-03,    1.718700e-03,    1.653000e-04,   -4.231300e-05,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,
