MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,   -8.780942e-05,    6.707544e-05,    5.898329e-04,   -6.132940e-04,   -5.899958e-04,    6.137940e-04,    1.005689e-04,   -7.852652e-05,   -1.449728e-01,    6.714370e-02,    3.629152e-01,    1.762121e-01,   -3.420579e-01,   -1.808830e-01,    1.039688e-01,   -3.936930e-02,   -9.401600e-05,    6.995000e-05,    6.053700e-04,   -6.057500e-04,   -6.046400e-04,    6.060500e-04,    1.050200e-04,   -8.021200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,
         1,    1.000000e-02,   -2.505411e-04,    5.866609e-05,    1.901891e-03,   -1.922025e-03,   -1.898474e-03,    1.930046e-03,    2.871372e-04,   -8.248473e-05,   -1.153875e-01,    2.801243e-02,   -2.594096e-02,    1.279889e-01,    2.804368e-02,   -1.110555e-01,    8.153342e-02,   -4.595240e-02,   -2.660700e-04,    6.243600e-05,    1.898400e-03,   -1.904800e-03,   -1.894700e-03,    1.915100e-03,    2.981100e-04,   -8.866900e-05,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,
         1,    1.000000e-01,   -1.712363e-04,   -2.937857e-04,    5.664779e-03,   -6.986505e-03,   -5.649452e-03,    7.124399e-03,    2.203931e-04,    2.180590e-04,   -2.152891e-02,   -7.417576e-02,    1.029146e-01,   -1.783094e-02,   -1.075998e-01,    1.740491e-02,    6.365245e-02,    2.592845e-02,   -1.810100e-04,   -3.274600e-04,    5.711500e-03,   -6.994600e-03,   -5.698300e-03,    7.132300e-03,    2.492900e-04,    2.298300e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,
         1,    1.000000e+00,    1.519245e-04,   -1.215184e-03,    2.038839e-02,   -2.511828e-02,   -2.042663e-02,    2.692648e-02,    2.806850e-04,    7.631913e-04,   -2.463244e-02,    1.250473e-02,   -3.590204e-02,   -3.610395e-02,    2.758300e-02,    3.658548e-02,    6.484190e-02,   -1.097350e-02,    1.111800e-04,   -1.194500e-03,    2.032900e-02,   -2.517800e-02,   -2.038100e-02,    2.698700e-02,    3.879400e-04,    7.450400e-04,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,
         2,    1.000000e-03,   -8.555173e-05,    6.540533e-05,    5.833118e-04,   -6.067261e-04,   -5.141791e-04,    5.529179e-04,    9.181930e-05,   -6.967344e-05,   -2.384207e-01,    1.131632e-01,    4.584146e-01,    1.308205e-01,   -3.290571e-01,   -1.784032e-01,    9.628891e-02,   -2.540099e-02,   -9.513100e-05,    6.995200e-05,    6.017300e-04,   -6.014700e-04,   -5.274000e-04,    5.457500e-04,    9.568800e-05,   -7.069400e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,
         2,    1.000000e-02,   -2.485236e-04,    5.722435e-05,    1.870546e-03,   -1.906319e-03,   -1.668666e-03,    1.855273e-03,    2.660442e-04,   -5.343911e-05,   -1.680009e-01,   -4.113937e-03,    6.504407e-02,    1.659965e-01,    1.375067e-02,   -1.570727e-01,    4.824247e-02,   -3.318451e-02,   -2.701000e-04,    5.669600e-05,    1.878900e-03,   -1.885000e-03,   -1.666900e-03,    1.835100e-03,    2.722400e-04,   -5.770100e-05,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,
         2,    1.000000e-01,   -2.230559e-04,   -4.097024e-04,    5.462225e-03,   -7.273413e-03,   -5.293388e-03,    7.552454e-03,    2.348612e-04,    5.048405e-04,   -2.573934e-02,   -1.482842e-01,   -4.586107e-02,    9.317516e-02,    5.739551e-02,   -1.545965e-02,    8.724836e-02,   -9.885577e-03,   -2.348000e-04,   -4.773600e-04,    5.441300e-03,   -7.230900e-03,   -5.267200e-03,    7.545400e-03,    2.746700e-04,    5.003300e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,
         2,    1.000000e+00,   -1.809734e-04,   -2.826988e-03,    2.011382e-02,   -2.900641e-02,   -2.004251e-02,    3.093152e-02,    2.837154e-04,    3.768611e-03,    2.417923e-02,   -6.776808e-03,   -3.985411e-02,   -3.362241e-02,    4.079166e-02,   -1.582698e-02,    4.381255e-02,   -3.624179e-02,   -1.374000e-04,   -2.839200e-03,    2.004200e-02,   -2.906700e-02,   -1.996900e-02,    3.090300e-02,    3.626700e-04,    3.703300e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,
         3,    1.000000e-03,   -4.065967e-05,    2.590291e-05,    5.894182e-04,   -6.114264e-04,   -4.412917e-04,    4.901747e-04,    5.642539e-05,   -4.325781e-05,   -1.872126e-01,    9.996522e-02,    4.846922e-01,    1.366996e-01,   -2.019572e-01,   -2.444424e-01,    4.824104e-02,   -9.745933e-03,   -4.769400e-05,    2.965900e-05,    6.076300e-04,   -6.062900e-04,   -4.488800e-04,    4.809900e-04,    5.823800e-05,   -4.362400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,
         3,    1.000000e-02,   -1.153117e-04,   -2.017674e-05,    1.882874e-03,   -1.911826e-03,   -1.445638e-03,    1.742187e-03,    1.635602e-04,   -3.843695e-05,   -1.379394e-01,   -1.573438e-02,    7.131457e-02,    1.710179e-01,    8.530849e-02,   -1.919503e-01,    1.421890e-02,   -3.167740e-02,   -1.321900e-04,   -2.210200e-05,    1.891600e-03,   -1.890900e-03,   -1.435200e-03,    1.718700e-03,    1.653000e-04,   -4.231300e-05,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,
