MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,   -8.029903e-05,    6.240708e-05,    5.736701e-04,   -6.176093e-04,   -5.748266e-04,    6.178254e-04,    9.134033e-05,   -7.298686e-05,   -3.204002e-01,    1.761870e-01,    7.404445e-01,    2.770085e-01,   -6.963790e-01,   -2.750482e-01,    3.195288e-01,   -1.687643e-01,   -9.401600e-05,    6.995000e-05,    6.053700e-04,   -6.057500e-04,   -6.046400e-04,    6.060500e-04,    1.050200e-04,   -8.021200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,    4.281200e-05,
         1,    1.000000e-02,   -2.326558e-04,    5.171020e-05,    1.901129e-03,   -1.944050e-03,   -1.898349e-03,    1.951811e-03,    2.663314e-04,   -7.484832e-05,   -2.482849e-01,    7.969831e-02,   -2.027935e-02,    2.916515e-01,    2.711138e-02,   -2.727801e-01,    2.361317e-01,   -1.026949e-01,   -2.660700e-04,    6.243600e-05,    1.898400e-03,   -1.904800e-03,   -1.894700e-03,    1.915100e-03,    2.981100e-04,   -8.866900e-05,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,    1.345800e-04,
         1,    1.000000e-01,   -1.458694e-04,   -2.742895e-04,    5.748103e-03,   -6.978725e-03,   -5.729811e-03,    7.119140e-03,    1.925722e-04,    1.972407e-04,   -7.740571e-02,   -1.171209e-01,   -8.062603e-02,   -3.496927e-02,    6.941061e-02,    2.898795e-02,    1.249346e-01,    7.178569e-02,   -1.810100e-04,   -3.274600e-04,    5.711500e-03,   -6.994600e-03,   -5.698300e-03,    7.132300e-03,    2.492900e-04,    2.298300e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,    4.539800e-04,
         1,    1.000000e+00,    1.354196e-04,   -1.216005e-03,    2.036511e-02,   -2.513360e-02,   -2.040406e-02,    2.693499e-02,    3.034571e-04,    7.661836e-04,   -1.465428e-02,    1.300119e-02,   -2.182917e-02,   -2.683954e-02,    1.394232e-02,    3.144534e-02,    5.107486e-02,   -1.278254e-02,    1.111800e-04,   -1.194500e-03,    2.032900e-02,   -2.517800e-02,   -2.038100e-02,    2.698700e-02,    3.879400e-04,    7.450400e-04,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,    1.654100e-03,
         2,    1.000000e-03,   -7.766536e-05,    6.040585e-05,    5.673242e-04,   -6.113674e-04,   -5.054187e-04,    5.611335e-04,    8.340005e-05,   -6.455075e-05,   -4.347066e-01,    2.375963e-01,    8.563337e-01,    2.463386e-01,   -5.470967e-01,   -3.828828e-01,    3.058377e-01,   -1.529010e-01,   -9.513100e-05,    6.995200e-05,    6.017300e-04,   -6.014700e-04,   -5.274000e-04,    5.457500e-04,    9.568800e-05,   -7.069400e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,    4.017800e-05,
         2,    1.000000e-02,   -2.294564e-04,    4.971918e-05,    1.870996e-03,   -1.931538e-03,   -1.684997e-03,    1.886885e-03,    2.467447e-04,   -4.577734e-05,   -3.164653e-01,    5.432388e-02,    6.154367e-02,    3.623645e-01,    1.409060e-01,   -4.032168e-01,    1.985154e-01,   -9.284174e-02,   -2.701000e-04,    5.669600e-05,    1.878900e-03,   -1.885000e-03,   -1.666900e-03,    1.835100e-03,    2.722400e-04,   -5.770100e-05,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,    1.284300e-04,
         2,    1.000000e-01,   -1.974061e-04,   -3.946421e-04,    5.554364e-03,   -7.278160e-03,   -5.407190e-03,    7.545564e-03,    2.072761e-04,    4.929213e-04,   -8.195563e-02,   -1.812917e-01,   -2.477996e-01,    1.035780e-01,    3.068130e-01,   -3.583767e-04,    1.477061e-01,    1.623744e-02,   -2.348000e-04,   -4.773600e-04,    5.441300e-03,   -7.230900e-03,   -5.267200e-03,    7.545400e-03,    2.746700e-04,    5.003300e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,    4.562700e-04,
         2,    1.000000e+00,   -1.935568e-04,   -2.825863e-03,    2.009951e-02,   -2.902194e-02,   -2.000024e-02,    3.090551e-02,    2.911947e-04,    3.762457e-03,    3.116184e-02,   -7.400745e-03,   -3.191459e-02,   -2.500187e-02,    1.733264e-02,   -1.390863e-03,    3.966225e-02,   -3.282677e-02,   -1.374000e-04,   -2.839200e-03,    2.004200e-02,   -2.906700e-02,   -1.996900e-02,    3.090300e-02,    3.626700e-04,    3.703300e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,    1.802100e-03,
         3,    1.000000e-03,   -3.663935e-05,    2.335541e-05,    5.733675e-04,   -6.162747e-04,   -4.389455e-04,    5.025433e-04,    5.154125e-05,   -4.026940e-05,   -2.942101e-01,    1.677647e-01,    9.118668e-01,    2.657345e-01,   -2.643990e-01,   -5.736230e-01,    1.782283e-01,   -8.927994e-02,   -4.769400e-05,    2.965900e-05,    6.076300e-04,   -6.062900e-04,   -4.488800e-04,    4.809900e-04,    5.823800e-05,   -4.362400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,    3.757400e-05,
         3,    1.000000e-02,   -1.058496e-04,   -2.270949e-05,    1.883732e-03,   -1.938304e-03,   -1.477978e-03,    1.783086e-03,    1.524541e-04,   -3.381211e-05,   -2.152695e-01,    4.964736e-03,    6.430015e-02,    3.874101e-01,    3.496043e-01,   -5.262029e-01,    1.049844e-01,   -6.947446e-02,   -1.321900e-04,   -2.210200e-05,    1.891600e-03,   -1.890900e-03,   -1.435200e-03,    1.718700e-03,    1.653000e-04,   -4.231300e-05,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,    1.223600e-04,
