APP_RES_AND_PHS    36
    1    1     -13.000000     -13.000000
  5
0.001  8.3527E-02  1.4273E+02  4.1377E+00 -4.4894E+01  2.7073E+00  1.3511E+02  5.4652E-02 -3.7275E+01 -1.0000E+00 -1.0000E+00  2.0689E-01  2.8660E+00  2.0689E-01  4.3827E+00 -1.0000E+00 -1.0000E+00
 0.01  4.5730E-02  1.6412E+02  4.0282E+00 -4.4477E+01  2.6356E+00  1.3552E+02  2.9921E-02 -1.5878E+01 -1.0000E+00 -1.0000E+00  2.0141E-01  2.8660E+00  2.0141E-01  4.3827E+00 -1.0000E+00 -1.0000E+00
  0.1  4.4779E-03 -1.2905E+02  4.2705E+00 -4.8106E+01  2.7942E+00  1.3189E+02  2.9299E-03  5.0947E+01 -1.0000E+00 -1.0000E+00  2.1353E-01  2.8660E+00  2.1353E-01  4.3827E+00 -1.0000E+00 -1.0000E+00
    1  3.9240E-06  4.9832E+01  4.5545E+00 -4.4626E+01  2.9800E+00  1.3537E+02  2.5675E-06 -1.3017E+02 -1.0000E+00 -1.0000E+00  2.2773E-01  2.8660E+00  2.2773E-01  4.3827E+00 -1.0000E+00 -1.0000E+00
   10  1.1105E-12 -1.2576E+02  4.6339E+00 -4.5831E+01  3.0319E+00  1.3417E+02  7.2662E-13  5.4237E+01 -1.0000E+00 -1.0000E+00  2.3169E-01  2.8660E+00  2.3169E-01  4.3827E+00 -1.0000E+00 -1.0000E+00
    2    2     -13.000000      -9.000000
  5
0.001  4.8305E-01  1.4260E+02  2.6361E+01 -4.4680E+01  1.5871E-01  1.3440E+02  2.7560E-03 -3.7293E+01 -1.0000E+00 -1.0000E+00  1.3181E+00  2.8660E+00  1.3181E+00 -1.0000E+00 -1.0000E+00 -1.0000E+00
 0.01  2.6617E-01  1.6341E+02  2.5127E+01 -4.3874E+01  1.6373E-01  1.3369E+02  1.5049E-03 -1.6055E+01 -1.0000E+00 -1.0000E+00  1.2564E+00  2.8660E+00  1.2564E+00 -1.0000E+00 -1.0000E+00 -1.0000E+00
  0.1  2.8434E-02 -1.3265E+02  2.5929E+01 -4.8573E+01  1.9982E-01  1.2959E+02  1.5361E-04  4.9210E+01 -1.0000E+00 -1.0000E+00  1.2965E+00  2.8660E+00  1.2965E+00 -1.0000E+00 -1.0000E+00 -1.0000E+00
