MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,   -1.001563e-04,    7.592052e-05,    6.152118e-04,   -6.064837e-04,   -6.152118e-04,    6.064837e-04,    1.001563e-04,   -7.592052e-05,   -4.732314e-01,   -4.309062e-01,   -5.341655e-01,   -3.176086e-01,   -5.341654e-01,   -3.176086e-01,   -4.732314e-01,   -4.309064e-01,   -9.563080e-05,    7.278420e-05,    5.992080e-04,   -5.970030e-04,   -5.992080e-04,    5.970030e-04,    9.563080e-05,   -7.278420e-05,   -9.563080e-06,    7.278420e-06,    2.996040e-05,   -2.985015e-05,   -2.996040e-05,    2.985015e-05,    9.563080e-06,   -7.278420e-06,
         1,    1.000000e-02,   -2.801628e-04,    7.647118e-05,    1.927856e-03,   -1.829085e-03,   -1.927856e-03,    1.829085e-03,    2.801628e-04,   -7.647118e-05,   -3.583696e-01,    5.980920e-02,   -4.751227e-01,    2.161654e-01,   -4.751227e-01,    2.161654e-01,   -3.583696e-01,    5.980923e-02,   -2.704700e-04,    7.693130e-05,    1.883120e-03,   -1.849070e-03,   -1.883120e-03,    1.849070e-03,    2.704700e-04,   -7.693130e-05,   -2.704700e-05,    7.693130e-06,    9.415600e-05,   -9.245350e-05,   -9.415600e-05,    9.245350e-05,    2.704700e-05,   -7.693130e-06,
         1,    1.000000e-01,   -1.768475e-04,   -2.337773e-04,    5.710442e-03,   -6.196142e-03,   -5.710442e-03,    6.196142e-03,    1.768475e-04,    2.337773e-04,   -8.746977e-02,   -8.187641e-01,    9.636517e-02,    6.268847e-01,    9.636516e-02,    6.268847e-01,   -8.746974e-02,   -8.187641e-01,   -1.753140e-04,   -2.160850e-04,    5.738090e-03,   -6.396640e-03,   -5.738090e-03,    6.396640e-03,    1.753140e-04,    2.160850e-04,   -1.753140e-05,   -2.160850e-05,    2.869045e-04,   -3.198320e-04,   -2.869045e-04,    3.198320e-04,    1.753140e-05,    2.160850e-05,
         1,    1.000000e+00,    1.679648e-05,    1.998260e-05,    1.975508e-02,   -1.983358e-02,   -1.975508e-02,    1.983358e-02,   -1.679648e-05,   -1.998260e-05,    3.282799e-03,   -3.908756e-02,    2.178223e-01,   -1.217202e-01,    2.178223e-01,   -1.217202e-01,    3.282492e-03,   -3.908731e-02,    1.680200e-05,    1.990480e-05,    1.997260e-02,   -1.971360e-02,   -1.997260e-02,    1.971360e-02,   -1.680200e-05,   -1.990480e-05,    1.680200e-06,    1.990480e-06,    9.986300e-04,   -9.856800e-04,   -9.986300e-04,    9.856800e-04,   -1.680200e-06,   -1.990480e-06,
         1,    1.000000e+01,    2.140064e-05,   -2.126464e-05,    6.149071e-02,   -6.249959e-02,   -6.149071e-02,    6.249959e-02,   -2.140064e-05,    2.126464e-05,   -2.142840e-09,    2.123121e-09,    2.818959e-01,    5.317553e-01,    2.818959e-01,    5.317553e-01,    2.142840e-09,   -2.123121e-09,   -2.561040e-08,   -3.555770e-08,    6.236980e-02,   -6.420670e-02,   -6.236980e-02,    6.420670e-02,    2.561040e-08,    3.555770e-08,    9.999000e+03,    9.999000e+03,    3.118490e-03,   -3.210335e-03,   -3.118490e-03,    3.210335e-03,    9.999000e+03,    9.999000e+03,
         2,    1.000000e-03,   -9.197083e-05,    7.005937e-05,    6.162155e-04,   -6.037911e-04,   -5.213389e-04,    5.352939e-04,    7.717585e-05,   -5.879304e-05,   -3.109866e-02,    5.896106e-03,   -3.291942e-01,   -1.430228e-01,    1.890542e-01,    7.734301e-02,    2.128052e-01,    2.102637e-01,   -9.168570e-05,    7.010070e-05,    6.062370e-04,   -5.995040e-04,   -5.263140e-04,    5.373720e-04,    7.885390e-05,   -6.005580e-05,   -9.168570e-06,    7.010070e-06,    3.031185e-05,   -2.997520e-05,   -2.631570e-05,    2.686860e-05,    7.885390e-06,   -6.005580e-06,
         2,    1.000000e-02,   -2.578326e-04,    7.562391e-05,    1.918524e-03,   -1.805092e-03,   -1.666844e-03,    1.737743e-03,    2.175194e-04,   -6.307197e-05,    6.968933e-02,    2.244420e-01,   -2.211740e-01,    2.113359e-01,    2.428104e-02,    1.050613e-01,    2.274493e-01,    1.537583e-01,   -2.596420e-04,    7.736020e-05,    1.897540e-03,   -1.824370e-03,   -1.668870e-03,    1.746920e-03,    2.225820e-04,   -6.405690e-05,   -2.596420e-05,    7.736020e-06,    9.487700e-05,   -9.121850e-05,   -8.344350e-05,    8.734600e-05,    2.225820e-05,   -6.405690e-06,
         2,    1.000000e-01,   -1.891101e-04,   -2.021976e-04,    5.616285e-03,   -6.204053e-03,   -5.378914e-03,    6.377498e-03,    1.521624e-04,    1.717187e-04,    3.109522e-02,    1.830570e-01,   -7.619390e-02,    4.294409e-01,    6.541066e-04,    3.879414e-01,    4.667622e-02,    3.077408e-01,   -1.897000e-04,   -2.059680e-04,    5.594970e-03,   -6.340190e-03,   -5.379090e-03,    6.503650e-03,    1.528760e-04,    1.771710e-04,   -1.897000e-05,   -2.059680e-05,    2.797485e-04,   -3.170095e-04,   -2.689545e-04,    3.251825e-04,    1.528760e-05,    1.771710e-05,
         2,    1.000000e+00,    2.163753e-05,    2.146413e-05,    1.980255e-02,   -2.014489e-02,   -2.004825e-02,    2.049112e-02,   -1.595224e-05,   -1.639403e-05,   -8.841195e-02,   -8.733362e-02,    2.418104e-01,   -4.201540e-01,    4.206115e-02,   -7.854388e-01,    1.141264e-01,    1.291309e-01,    2.144790e-05,    2.127830e-05,    2.004490e-02,   -1.973040e-02,   -2.009050e-02,    1.971680e-02,   -1.613640e-05,   -1.660850e-05,    2.144790e-06,    2.127830e-06,    1.002245e-03,   -9.865200e-04,   -1.004525e-03,    9.858400e-04,   -1.613640e-06,   -1.660850e-06,
         2,    1.000000e+01,   -2.770453e-05,    1.805471e-06,    6.220098e-02,   -6.419548e-02,   -6.291667e-02,    6.445388e-02,    1.949039e-05,    9.023983e-06,    2.766755e-09,   -1.855726e-10,    5.397684e-02,    3.464719e-03,   -1.756236e-01,   -7.702582e-02,   -1.946234e-09,   -8.991826e-10,   -3.974550e-08,   -5.006970e-08,    6.236930e-02,   -6.420660e-02,   -6.236900e-02,    6.420660e-02,    2.999470e-08,    3.305630e-08,    9.999000e+03,    9.999000e+03,    3.118465e-03,   -3.210330e-03,   -3.118450e-03,    3.210330e-03,    9.999000e+03,    9.999000e+03,
