MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,    1.793635e-10,   -5.286013e-08,    6.208386e-04,   -6.245896e-04,   -6.208386e-04,    6.245896e-04,   -1.793102e-10,    5.286018e-08,    1.000002e+01,    1.000726e+01,   -7.219736e-01,   -9.241686e-01,   -7.219737e-01,   -9.241686e-01,    1.000002e+01,    1.000726e+01,   -9.563080e-05,    7.278420e-05,    5.992080e-04,   -5.970030e-04,   -5.992080e-04,    5.970030e-04,    9.563080e-05,   -7.278420e-05,   -9.563080e-06,    7.278420e-06,    2.996040e-05,   -2.985015e-05,   -2.996040e-05,    2.985015e-05,    9.563080e-06,   -7.278420e-06,
         1,    1.000000e-02,    2.228866e-08,   -5.241947e-07,    1.971642e-03,   -1.984665e-03,   -1.971642e-03,    1.984665e-03,   -2.228865e-08,    5.241947e-07,    1.000082e+01,    1.006814e+01,   -9.401660e-01,   -1.466633e+00,   -9.401660e-01,   -1.466633e+00,    1.000082e+01,    1.006814e+01,   -2.704700e-04,    7.693130e-05,    1.883120e-03,   -1.849070e-03,   -1.883120e-03,    1.849070e-03,    2.704700e-04,   -7.693130e-05,   -2.704700e-05,    7.693130e-06,    9.415600e-05,   -9.245350e-05,   -9.415600e-05,    9.245350e-05,    2.704700e-05,   -7.693130e-06,
         1,    1.000000e-01,    1.298716e-06,   -4.580146e-06,    6.285307e-03,   -6.310293e-03,   -6.285307e-03,    6.310293e-03,   -1.298716e-06,    4.580146e-06,    1.007408e+01,    9.788040e+00,   -1.907313e+00,    2.699751e-01,   -1.907313e+00,    2.699751e-01,    1.007408e+01,    9.788040e+00,   -1.753140e-04,   -2.160850e-04,    5.738090e-03,   -6.396640e-03,   -5.738090e-03,    6.396640e-03,    1.753140e-04,    2.160850e-04,   -1.753140e-05,   -2.160850e-05,    2.869045e-04,   -3.198320e-04,   -2.869045e-04,    3.198320e-04,    1.753140e-05,    2.160850e-05,
         1,    1.000000e+00,    1.993445e-05,   -9.943013e-06,    1.987149e-02,   -1.995591e-02,   -1.987149e-02,    1.995591e-02,   -1.993445e-05,    9.943013e-06,   -1.864332e+00,    1.499528e+01,    1.012462e-01,   -2.458343e-01,    1.012462e-01,   -2.458343e-01,   -1.864332e+00,    1.499528e+01,    1.680200e-05,    1.990480e-05,    1.997260e-02,   -1.971360e-02,   -1.997260e-02,    1.971360e-02,   -1.680200e-05,   -1.990480e-05,    1.680200e-06,    1.990480e-06,    9.986300e-04,   -9.856800e-04,   -9.986300e-04,    9.856800e-04,   -1.680200e-06,   -1.990480e-06,
         1,    1.000000e+01,    1.849927e-05,    1.016015e-05,    6.264522e-02,   -6.468705e-02,   -6.264522e-02,    6.468705e-02,   -1.849927e-05,   -1.016015e-05,   -1.852674e-09,   -1.019672e-09,   -8.831983e-02,   -1.496249e-01,   -8.831983e-02,   -1.496249e-01,    1.852674e-09,    1.019672e-09,   -2.561040e-08,   -3.555770e-08,    6.236980e-02,   -6.420670e-02,   -6.236980e-02,    6.420670e-02,    2.561040e-08,    3.555770e-08,    9.999000e+03,    9.999000e+03,    3.118490e-03,   -3.210335e-03,   -3.118490e-03,    3.210335e-03,    9.999000e+03,    9.999000e+03,
         2,    1.000000e-03,   -5.594662e-10,   -4.699434e-09,    6.208384e-04,   -6.246041e-04,   -6.208379e-04,    6.246049e-04,    3.872487e-10,    8.049099e-09,    9.999939e+00,    1.000067e+01,   -4.817055e-01,   -8.373614e-01,   -3.591920e+00,   -3.246649e+00,    9.999951e+00,    1.000134e+01,   -9.168570e-05,    7.010070e-05,    6.062370e-04,   -5.995040e-04,   -5.263140e-04,    5.373720e-04,    7.885390e-05,   -6.005580e-05,   -9.168570e-06,    7.010070e-06,    3.031185e-05,   -2.997520e-05,   -2.631570e-05,    2.686860e-05,    7.885390e-06,   -6.005580e-06,
         2,    1.000000e-02,   -8.558403e-09,   -6.047274e-08,    1.971638e-03,   -1.984815e-03,   -1.971628e-03,    1.984835e-03,    3.354567e-09,    8.992393e-08,    9.999670e+00,    1.000782e+01,   -7.809858e-01,   -1.758903e+00,   -3.628305e+00,   -2.723822e+00,    9.999849e+00,    1.001404e+01,   -2.596420e-04,    7.736020e-05,    1.897540e-03,   -1.824370e-03,   -1.668870e-03,    1.746920e-03,    2.225820e-04,   -6.405690e-05,   -2.596420e-05,    7.736020e-06,    9.487700e-05,   -9.121850e-05,   -8.344350e-05,    8.734600e-05,    2.225820e-05,   -6.405690e-06,
         2,    1.000000e-01,    2.272740e-07,   -6.921398e-07,    6.285120e-03,   -6.311899e-03,   -6.285220e-03,    6.312234e-03,   -3.402065e-07,    8.654237e-07,    1.001198e+01,    9.966396e+00,   -2.467039e+00,    8.924451e-02,   -3.369084e+00,    5.886402e-01,    1.002225e+01,    9.951153e+00,   -1.897000e-04,   -2.059680e-04,    5.594970e-03,   -6.340190e-03,   -5.379090e-03,    6.503650e-03,    1.528760e-04,    1.771710e-04,   -1.897000e-05,   -2.059680e-05,    2.797485e-04,   -3.170095e-04,   -2.689545e-04,    3.251825e-04,    1.528760e-05,    1.771710e-05,
         2,    1.000000e+00,    2.447775e-06,    1.472864e-06,    1.987677e-02,   -1.998086e-02,   -1.987743e-02,    1.997923e-02,   -3.047674e-06,   -1.771105e-06,    8.858735e+00,    9.307809e+00,    1.677488e-01,   -2.538852e-01,    2.121101e-01,   -2.661997e-01,    8.111305e+00,    8.933616e+00,    2.144790e-05,    2.127830e-05,    2.004490e-02,   -1.973040e-02,   -2.009050e-02,    1.971680e-02,   -1.613640e-05,   -1.660850e-05,    2.144790e-06,    2.127830e-06,    1.002245e-03,   -9.865200e-04,   -1.004525e-03,    9.858400e-04,   -1.613640e-06,   -1.660850e-06,
         2,    1.000000e+01,   -5.121007e-07,   -1.971391e-06,    6.265606e-02,   -6.466601e-02,   -6.265598e-02,    6.466852e-02,    3.413595e-07,    1.822197e-06,    4.724024e-11,    1.921514e-10,   -9.195665e-02,   -1.431021e-01,   -9.202516e-02,   -1.438870e-01,   -3.113959e-11,   -1.789320e-10,   -3.974550e-08,   -5.006970e-08,    6.236930e-02,   -6.420660e-02,   -6.236900e-02,    6.420660e-02,    2.999470e-08,    3.305630e-08,    9.999000e+03,    9.999000e+03,    3.118465e-03,   -3.210330e-03,   -3.118450e-03,    3.210330e-03,    9.999000e+03,    9.999000e+03,
