MT,
     StaID,        Freq[Hz],     Re(Zxx)_Cal,     Im(Zxx)_Cal,     Re(Zxy)_Cal,     Im(Zxy)_Cal,     Re(Zyx)_Cal,     Im(Zyx)_Cal,     Re(Zyy)_Cal,     Im(Zyy)_Cal,     Re(Zxx)_Res,     Im(Zxx)_Res,     Re(Zxy)_Res,     Im(Zxy)_Res,     Re(Zyx)_Res,     Im(Zyx)_Res,     Re(Zyy)_Res,     Im(Zyy)_Res,     Re(Zxx)_Obs,     Im(Zxx)_Obs,     Re(Zxy)_Obs,     Im(Zxy)_Obs,     Re(Zyx)_Obs,     Im(Zyx)_Obs,     Re(Zyy)_Obs,     Im(Zyy)_Obs,      Re(Zxx)_SD,      Im(Zxx)_SD,      Re(Zxy)_SD,      Im(Zxy)_SD,      Re(Zyx)_SD,      Im(Zyx)_SD,      Re(Zyy)_SD,      Im(Zyy)_SD,
         1,    1.000000e-03,   -9.953787e-05,    7.560542e-05,    6.154641e-04,   -6.068830e-04,   -6.154641e-04,    6.068830e-04,    9.953787e-05,   -7.560541e-05,   -4.085574e-01,   -3.876138e-01,   -5.425861e-01,   -3.309876e-01,   -5.425862e-01,   -3.309876e-01,   -4.085574e-01,   -3.876133e-01,   -9.563080e-05,    7.278420e-05,    5.992080e-04,   -5.970030e-04,   -5.992080e-04,    5.970030e-04,    9.563080e-05,   -7.278420e-05,   -9.563080e-06,    7.278420e-06,    2.996040e-05,   -2.985015e-05,   -2.996040e-05,    2.985015e-05,    9.563080e-06,   -7.278420e-06,
         1,    1.000000e-02,   -2.799486e-04,    7.679694e-05,    1.927575e-03,   -1.829731e-03,   -1.927575e-03,    1.829731e-03,    2.799486e-04,   -7.679694e-05,   -3.504484e-01,    1.746524e-02,   -4.721391e-01,    2.091710e-01,   -4.721392e-01,    2.091710e-01,   -3.504484e-01,    1.746526e-02,   -2.704700e-04,    7.693130e-05,    1.883120e-03,   -1.849070e-03,   -1.883120e-03,    1.849070e-03,    2.704700e-04,   -7.693130e-05,   -2.704700e-05,    7.693130e-06,    9.415600e-05,   -9.245350e-05,   -9.415600e-05,    9.245350e-05,    2.704700e-05,   -7.693130e-06,
         1,    1.000000e-01,   -1.773208e-04,   -2.341301e-04,    5.709363e-03,   -6.194148e-03,   -5.709363e-03,    6.194148e-03,    1.773208e-04,    2.341301e-04,   -1.144669e-01,   -8.350942e-01,    1.001272e-01,    6.331206e-01,    1.001272e-01,    6.331206e-01,   -1.144669e-01,   -8.350942e-01,   -1.753140e-04,   -2.160850e-04,    5.738090e-03,   -6.396640e-03,   -5.738090e-03,    6.396640e-03,    1.753140e-04,    2.160850e-04,   -1.753140e-05,   -2.160850e-05,    2.869045e-04,   -3.198320e-04,   -2.869045e-04,    3.198320e-04,    1.753140e-05,    2.160850e-05,
         1,    1.000000e+00,    1.682719e-05,    1.998624e-05,    1.975396e-02,   -1.983535e-02,   -1.975396e-02,    1.983535e-02,   -1.682719e-05,   -1.998624e-05,   -1.499243e-02,   -4.091251e-02,    2.189431e-01,   -1.235228e-01,    2.189431e-01,   -1.235228e-01,   -1.499243e-02,   -4.091249e-02,    1.680200e-05,    1.990480e-05,    1.997260e-02,   -1.971360e-02,   -1.997260e-02,    1.971360e-02,   -1.680200e-05,   -1.990480e-05,    1.680200e-06,    1.990480e-06,    9.986300e-04,   -9.856800e-04,   -9.986300e-04,    9.856800e-04,   -1.680200e-06,   -1.990480e-06,
         1,    1.000000e+01,    1.930510e-05,   -2.064430e-05,    6.148805e-02,   -6.249479e-02,   -6.148805e-02,    6.249479e-02,   -1.930510e-05,    2.064430e-05,   -1.933264e-09,    2.061080e-09,    2.827479e-01,    5.332484e-01,    2.827479e-01,    5.332484e-01,    1.933264e-09,   -2.061080e-09,   -2.561040e-08,   -3.555770e-08,    6.236980e-02,   -6.420670e-02,   -6.236980e-02,    6.420670e-02,    2.561040e-08,    3.555770e-08,    9.999000e+03,    9.999000e+03,    3.118490e-03,   -3.210335e-03,   -3.118490e-03,    3.210335e-03,    9.999000e+03,    9.999000e+03,
         2,    1.000000e-03,   -9.141097e-05,    6.979452e-05,    6.164741e-04,   -6.040843e-04,   -5.214945e-04,    5.355965e-04,    7.668556e-05,   -5.854665e-05,    2.996436e-02,    4.367700e-02,   -3.377275e-01,   -1.528029e-01,    1.831415e-01,    6.608038e-02,    2.749816e-01,    2.512913e-01,   -9.168570e-05,    7.010070e-05,    6.062370e-04,   -5.995040e-04,   -5.263140e-04,    5.373720e-04,    7.885390e-05,   -6.005580e-05,   -9.168570e-06,    7.010070e-06,    3.031185e-05,   -2.997520e-05,   -2.631570e-05,    2.686860e-05,    7.885390e-06,   -6.005580e-06,
         2,    1.000000e-02,   -2.577813e-04,    7.592905e-05,    1.917846e-03,   -1.805425e-03,   -1.666827e-03,    1.738234e-03,    2.173315e-04,   -6.334322e-05,    7.166501e-02,    1.849984e-01,   -2.140209e-01,    2.076828e-01,    2.448057e-02,    9.943810e-02,    2.358888e-01,    1.114128e-01,   -2.596420e-04,    7.736020e-05,    1.897540e-03,   -1.824370e-03,   -1.668870e-03,    1.746920e-03,    2.225820e-04,   -6.405690e-05,   -2.596420e-05,    7.736020e-06,    9.487700e-05,   -9.121850e-05,   -8.344350e-05,    8.734600e-05,    2.225820e-05,   -6.405690e-06,
         2,    1.000000e-01,   -1.896212e-04,   -2.024007e-04,    5.614962e-03,   -6.204052e-03,   -5.377139e-03,    6.373067e-03,    1.525741e-04,    1.718480e-04,    4.152824e-03,    1.731974e-01,   -7.146504e-02,    4.294438e-01,    7.254683e-03,    4.015687e-01,    1.974676e-02,    3.004467e-01,   -1.897000e-04,   -2.059680e-04,    5.594970e-03,   -6.340190e-03,   -5.379090e-03,    6.503650e-03,    1.528760e-04,    1.771710e-04,   -1.897000e-05,   -2.059680e-05,    2.797485e-04,   -3.170095e-04,   -2.689545e-04,    3.251825e-04,    1.528760e-05,    1.771710e-05,
         2,    1.000000e+00,    2.168899e-05,    2.148785e-05,    1.980390e-02,   -2.014546e-02,   -2.004058e-02,    2.049125e-02,   -1.595567e-05,   -1.637294e-05,   -1.124062e-01,   -9.847869e-02,    2.404557e-01,   -4.207360e-01,    4.969855e-02,   -7.855768e-01,    1.120012e-01,    1.418331e-01,    2.144790e-05,    2.127830e-05,    2.004490e-02,   -1.973040e-02,   -2.009050e-02,    1.971680e-02,   -1.613640e-05,   -1.660850e-05,    2.144790e-06,    2.127830e-06,    1.002245e-03,   -9.865200e-04,   -1.004525e-03,    9.858400e-04,   -1.613640e-06,   -1.660850e-06,
         2,    1.000000e+01,   -2.840611e-05,    1.606762e-06,    6.219851e-02,   -6.419565e-02,   -6.290908e-02,    6.445536e-02,    2.020296e-05,    9.287798e-06,    2.836920e-09,   -1.656997e-10,    5.476708e-02,    3.412133e-03,   -1.731889e-01,   -7.748780e-02,   -2.017498e-09,   -9.255667e-10,   -3.974550e-08,   -5.006970e-08,    6.236930e-02,   -6.420660e-02,   -6.236900e-02,    6.420660e-02,    2.999470e-08,    3.305630e-08,    9.999000e+03,    9.999000e+03,    3.118465e-03,   -3.210330e-03,   -3.118450e-03,    3.210330e-03,    9.999000e+03,    9.999000e+03,
