VTF   36
1     1           -13         -13
5
0.001 -8.237E-03 7.368E-03 -8.212E-03 7.373E-03 0.0004119 3.684E-04 0.0004106 3.687E-04
0.01 -2.936E-02 1.241E-02 -2.935E-02 1.241E-02 0.001468 6.204E-04 0.001468 6.203E-04
0.1 -1.667E-02 -2.748E-02 -1.667E-02 -2.748E-02 0.0008337 0.001374 0.0008337 0.001374
1 6.676E-04 1.910E-03 6.676E-04 1.910E-03 3.338E-05 9.548E-05 3.338E-05 9.548E-05
10 -2.652E-07 -1.403E-06 -2.652E-07 -1.403E-06 1.326e-08 7.014e-08 1.326e-08 7.014e-08
2     2           -13         -9
5
0.001 -1.049E-02 9.516E-03 -6.753E-03 6.137E-03 0.0005243 4.758E-04 0.0003377 3.068E-04
0.01 -3.790E-02 1.675E-02 -2.453E-02 1.055E-02 0.001895 8.376E-04 0.001227 5.277E-04
0.1 -2.526E-02 -3.506E-02 -1.480E-02 -2.267E-02 0.001263 0.001753 0.0007399 0.001133
1 1.678E-03 2.896E-03 7.359E-04 1.726E-03 8.392E-05 1.448E-04 3.680E-05 8.629E-05
10 -1.942E-06 -3.740E-06 -3.797E-07 -1.386E-06 9.711e-08 1.87e-07 1.899e-08 6.931e-08
3     3           -13         -5
5
0.001 -1.242E-02 1.137E-02 -4.144E-03 3.794E-03 0.000621 5.685E-04 0.0002072 1.897E-04
0.01 -4.527E-02 2.045E-02 -1.525E-02 6.514E-03 0.002264 1.022E-03 0.0007626 3.257E-04
0.1 -3.276E-02 -4.132E-02 -9.065E-03 -1.390E-02 0.001638 0.002066 0.0004532 0.000695
1 2.637E-03 3.790E-03 4.080E-04 1.103E-03 1.319E-04 1.895E-04 2.040E-05 5.514E-05
10 -3.002E-06 -5.708E-06 9.366E-08 -5.409E-07 1.501e-07 2.854e-07 4.683E-09 2.704e-08
4     4           -13         5
5
0.001 -1.242E-02 1.137E-02 4.232E-03 -3.833E-03 0.0006209 5.685E-04 2.116E-04 0.0001916
0.01 -4.527E-02 2.045E-02 1.526E-02 -6.516E-03 0.002264 1.022E-03 7.628E-04 0.0003258
0.1 -3.276E-02 -4.132E-02 9.065E-03 1.390E-02 0.001638 0.002066 4.532E-04 6.950E-04
1 2.637E-03 3.790E-03 -4.080E-04 -1.103E-03 1.319E-04 1.895E-04 2.04e-05 5.514e-05
10 -3.002E-06 -5.708E-06 -9.366E-08 5.409E-07 1.501e-07 2.854e-07 4.683e-09 2.704E-08
5     5           -13         9
5
0.001 -1.049E-02 9.517E-03 6.841E-03 -6.176E-03 0.0005243 4.758E-04 3.421E-04 0.0003088
0.01 -3.790E-02 1.675E-02 2.453E-02 -1.056E-02 0.001895 8.376E-04 1.227E-03 0.0005279
0.1 -2.526E-02 -3.506E-02 1.480E-02 2.267E-02 0.001263 0.001753 7.399E-04 1.133E-03
1 1.678E-03 2.896E-03 -7.359E-04 -1.726E-03 8.392E-05 1.448E-04 3.68e-05 8.629e-05
10 -1.942E-06 -3.740E-06 3.797E-07 1.386E-06 9.711e-08 1.87e-07 1.899E-08 6.931E-08
6     6           -13         13
5
0.001 -8.236E-03 7.368E-03 8.300E-03 -7.413E-03 0.0004118 3.684E-04 4.150E-04 0.0003706
0.01 -2.936E-02 1.241E-02 2.936E-02 -1.241E-02 0.001468 6.204E-04 1.468E-03 0.0006205
0.1 -1.667E-02 -2.748E-02 1.667E-02 2.748E-02 0.0008337 0.001374 8.337E-04 1.374E-03
1 6.676E-04 1.910E-03 -6.676E-04 -1.910E-03 3.338E-05 9.548E-05 3.338e-05 9.548e-05
10 -2.652E-07 -1.403E-06 2.652E-07 1.403E-06 1.326e-08 7.014e-08 1.326E-08 7.014E-08
7     7           -9          -13
5
0.001 -6.779E-03 6.132E-03 -1.046E-02 9.522E-03 0.0003389 3.066E-04 0.000523 4.761E-04
0.01 -2.453E-02 1.056E-02 -3.790E-02 1.675E-02 0.001227 5.278E-04 0.001895 8.375E-04
0.1 -1.480E-02 -2.267E-02 -2.526E-02 -3.506E-02 0.0007399 0.001133 0.001263 0.001753
1 7.359E-04 1.726E-03 1.678E-03 2.896E-03 3.680E-05 8.629E-05 8.392E-05 1.448E-04
10 -3.797E-07 -1.386E-06 -1.942E-06 -3.740E-06 1.899e-08 6.931e-08 9.711e-08 1.87e-07
8     8           -9          -9
5
0.001 -8.865E-03 8.116E-03 -8.839E-03 8.121E-03 0.0004432 4.058E-04 0.000442 4.061E-04
0.01 -3.246E-02 1.431E-02 -3.245E-02 1.430E-02 0.001623 7.153E-04 0.001623 7.152E-04
0.1 -2.226E-02 -2.907E-02 -2.226E-02 -2.907E-02 0.001113 0.001453 0.001113 0.001453
1 1.721E-03 2.594E-03 1.721E-03 2.594E-03 8.606E-05 1.297E-04 8.606E-05 1.297E-04
10 -2.306E-06 -3.608E-06 -2.306E-06 -3.608E-06 1.153e-07 1.804e-07 1.153e-07 1.804e-07
9     9           -9          -5
5
0.001 -1.072E-02 9.865E-03 -5.514E-03 5.081E-03 0.0005358 4.933E-04 0.0002757 2.540E-04
0.01 -3.943E-02 1.744E-02 -2.041E-02 8.719E-03 0.001971 8.720E-04 0.001021 4.360E-04
0.1 -2.872E-02 -3.432E-02 -1.334E-02 -1.775E-02 0.001436 0.001716 0.0006669 0.0008876
1 2.644E-03 3.380E-03 9.510E-04 1.644E-03 1.322E-04 1.690E-04 4.755E-05 8.220E-05
10 -3.574E-06 -5.474E-06 -1.688E-07 -1.301E-06 1.787e-07 2.737e-07 8.438e-09 6.504e-08
10    10          -9          5
5
0.001 -1.071E-02 9.866E-03 5.602E-03 -5.119E-03 0.0005357 4.933E-04 2.801E-04 0.000256
0.01 -3.943E-02 1.744E-02 2.041E-02 -8.722E-03 0.001971 8.720E-04 1.021E-03 0.0004361
0.1 -2.872E-02 -3.432E-02 1.334E-02 1.775E-02 0.001436 0.001716 6.669E-04 8.876E-04
1 2.644E-03 3.380E-03 -9.510E-04 -1.644E-03 1.322E-04 1.690E-04 4.755e-05 8.22e-05
10 -3.574E-06 -5.474E-06 1.688E-07 1.301E-06 1.787e-07 2.737e-07 8.438E-09 6.504E-08
11    11          -9          9
5
0.001 -8.864E-03 8.117E-03 8.927E-03 -8.160E-03 0.0004432 4.058E-04 4.464E-04 0.000408
0.01 -3.246E-02 1.431E-02 3.246E-02 -1.431E-02 0.001623 7.153E-04 1.623E-03 0.0007153
0.1 -2.226E-02 -2.907E-02 2.226E-02 2.907E-02 0.001113 0.001453 1.113E-03 1.453E-03
1 1.721E-03 2.594E-03 -1.721E-03 -2.594E-03 8.606E-05 1.297E-04 8.606e-05 0.0001297
10 -2.306E-06 -3.608E-06 2.306E-06 3.608E-06 1.153e-07 1.804e-07 1.153E-07 1.804E-07
12    12          -9          13
5
0.001 -6.778E-03 6.132E-03 1.055E-02 -9.561E-03 0.0003389 3.066E-04 5.274E-04 0.0004781
0.01 -2.453E-02 1.056E-02 3.790E-02 -1.675E-02 0.001227 5.278E-04 1.895E-03 0.0008376
0.1 -1.480E-02 -2.267E-02 2.526E-02 3.506E-02 0.0007399 0.001133 1.263E-03 1.753E-03
1 7.359E-04 1.726E-03 -1.678E-03 -2.896E-03 3.680E-05 8.629E-05 8.392e-05 0.0001448
10 -3.797E-07 -1.386E-06 1.942E-06 3.740E-06 1.899e-08 6.931e-08 9.711E-08 1.870E-07
13    13          -5          -13
5
0.001 -4.170E-03 3.790E-03 -1.239E-02 1.137E-02 0.0002085 1.895E-04 0.0006197 5.687E-04
0.01 -1.525E-02 6.515E-03 -4.527E-02 2.045E-02 0.0007627 3.258E-04 0.002264 1.022E-03
0.1 -9.065E-03 -1.390E-02 -3.276E-02 -4.132E-02 0.0004532 0.000695 0.001638 0.002066
1 4.080E-04 1.103E-03 2.637E-03 3.790E-03 2.040E-05 5.514E-05 1.319E-04 1.895E-04
10 9.366E-08 -5.409E-07 -3.002E-06 -5.708E-06 4.683E-09 2.704e-08 1.501e-07 2.854e-07
14    14          -5          -9
5
0.001 -5.540E-03 5.077E-03 -1.069E-02 9.870E-03 0.000277 2.538E-04 0.0005345 4.935E-04
0.01 -2.041E-02 8.721E-03 -3.943E-02 1.744E-02 0.001021 4.361E-04 0.001971 8.719E-04
0.1 -1.334E-02 -1.775E-02 -2.872E-02 -3.432E-02 0.0006669 0.0008876 0.001436 0.001716
